condition_id,experiment,metadata_source_id,key,value
P01_L010,base,P01_L010_BASE_META000,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META000,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META000,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META000,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META000,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META000,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META000,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META000,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META000,correctTick:,0
P01_L010,base,P01_L010_BASE_META000,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META000,probe_LR:,0
P01_L010,base,P01_L010_BASE_META000,human_LR:,0
P01_L010,base,P01_L010_BASE_META000,posY:,0
P01_L010,base,P01_L010_BASE_META000,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META000,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META000,text:,-1
P01_L010,base,P01_L010_BASE_META000,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META000,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META000,nDW:,4
P01_L010,base,P01_L010_BASE_META000,nUP:,1
P01_L010,base,P01_L010_BASE_META000,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META000,number_trials:,100
P01_L010,base,P01_L010_BASE_META000,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META000,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META000,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META000,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META000,condRule:,2
P01_L010,base,P01_L010_BASE_META000,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META000,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META000,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META000,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META000,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META000,fs:,100
P01_L010,base,P01_L010_BASE_META000,ph:,0.0
P01_L010,base,P01_L010_BASE_META000,speed:,0.0
P01_L010,base,P01_L010_BASE_META000,contr:,0.0
P01_L010,base,P01_L010_BASE_META000,theta:,0.0
P01_L010,base,P01_L010_BASE_META000,bg:,0.189
P01_L010,base,P01_L010_BASE_META000,box:,False
P01_L010,base,P01_L010_BASE_META000,Lbg:,25
P01_L010,base,P01_L010_BASE_META000,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META000,Lmax:,25
P01_L010,base,P01_L010_BASE_META000,gamma:,0.0
P01_L010,base,P01_L010_BASE_META000,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META000,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META000,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META000,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META001,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META001,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META001,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META001,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META001,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META001,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META001,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META001,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META001,correctTick:,0
P01_L010,base,P01_L010_BASE_META001,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META001,probe_LR:,0
P01_L010,base,P01_L010_BASE_META001,human_LR:,0
P01_L010,base,P01_L010_BASE_META001,posY:,0
P01_L010,base,P01_L010_BASE_META001,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META001,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META001,text:,-1
P01_L010,base,P01_L010_BASE_META001,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META001,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META001,nDW:,4
P01_L010,base,P01_L010_BASE_META001,nUP:,1
P01_L010,base,P01_L010_BASE_META001,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META001,number_trials:,100
P01_L010,base,P01_L010_BASE_META001,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META001,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META001,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META001,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META001,condRule:,2
P01_L010,base,P01_L010_BASE_META001,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META001,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META001,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META001,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META001,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META001,fs:,100
P01_L010,base,P01_L010_BASE_META001,ph:,0.0
P01_L010,base,P01_L010_BASE_META001,speed:,0.0
P01_L010,base,P01_L010_BASE_META001,contr:,0.0
P01_L010,base,P01_L010_BASE_META001,theta:,0.0
P01_L010,base,P01_L010_BASE_META001,bg:,0.189
P01_L010,base,P01_L010_BASE_META001,box:,False
P01_L010,base,P01_L010_BASE_META001,Lbg:,25
P01_L010,base,P01_L010_BASE_META001,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META001,Lmax:,25
P01_L010,base,P01_L010_BASE_META001,gamma:,0.0
P01_L010,base,P01_L010_BASE_META001,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META001,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META001,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META001,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META002,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META002,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META002,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META002,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META002,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META002,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META002,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META002,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META002,correctTick:,0
P01_L010,base,P01_L010_BASE_META002,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META002,probe_LR:,0
P01_L010,base,P01_L010_BASE_META002,human_LR:,0
P01_L010,base,P01_L010_BASE_META002,posY:,0
P01_L010,base,P01_L010_BASE_META002,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META002,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META002,text:,-1
P01_L010,base,P01_L010_BASE_META002,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META002,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META002,nDW:,4
P01_L010,base,P01_L010_BASE_META002,nUP:,1
P01_L010,base,P01_L010_BASE_META002,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META002,number_trials:,100
P01_L010,base,P01_L010_BASE_META002,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META002,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META002,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META002,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META002,condRule:,2
P01_L010,base,P01_L010_BASE_META002,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META002,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META002,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META002,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META002,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META002,fs:,100
P01_L010,base,P01_L010_BASE_META002,ph:,0.0
P01_L010,base,P01_L010_BASE_META002,speed:,0.0
P01_L010,base,P01_L010_BASE_META002,contr:,0.0
P01_L010,base,P01_L010_BASE_META002,theta:,0.0
P01_L010,base,P01_L010_BASE_META002,bg:,0.189
P01_L010,base,P01_L010_BASE_META002,box:,False
P01_L010,base,P01_L010_BASE_META002,Lbg:,25
P01_L010,base,P01_L010_BASE_META002,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META002,Lmax:,25
P01_L010,base,P01_L010_BASE_META002,gamma:,0.0
P01_L010,base,P01_L010_BASE_META002,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META002,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META002,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META002,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META003,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META003,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META003,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META003,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META003,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META003,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META003,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META003,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META003,correctTick:,0
P01_L010,base,P01_L010_BASE_META003,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META003,probe_LR:,0
P01_L010,base,P01_L010_BASE_META003,human_LR:,0
P01_L010,base,P01_L010_BASE_META003,posY:,0
P01_L010,base,P01_L010_BASE_META003,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META003,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META003,text:,-1
P01_L010,base,P01_L010_BASE_META003,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META003,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META003,nDW:,4
P01_L010,base,P01_L010_BASE_META003,nUP:,1
P01_L010,base,P01_L010_BASE_META003,start_weber_Contrast:,0.15
P01_L010,base,P01_L010_BASE_META003,number_trials:,100
P01_L010,base,P01_L010_BASE_META003,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META003,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META003,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META003,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META003,condRule:,2
P01_L010,base,P01_L010_BASE_META003,preReversalStepDW:,0.36
P01_L010,base,P01_L010_BASE_META003,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META003,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META003,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META003,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META003,fs:,100
P01_L010,base,P01_L010_BASE_META003,ph:,0.0
P01_L010,base,P01_L010_BASE_META003,speed:,0.0
P01_L010,base,P01_L010_BASE_META003,contr:,0.0
P01_L010,base,P01_L010_BASE_META003,theta:,0.0
P01_L010,base,P01_L010_BASE_META003,bg:,0.189
P01_L010,base,P01_L010_BASE_META003,box:,False
P01_L010,base,P01_L010_BASE_META003,Lbg:,25
P01_L010,base,P01_L010_BASE_META003,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META003,Lmax:,25
P01_L010,base,P01_L010_BASE_META003,gamma:,0.0
P01_L010,base,P01_L010_BASE_META003,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META003,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META003,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META003,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META003,probe_displacement_dy:,0.2
P01_L010,base,P01_L010_BASE_META004,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META004,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META004,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META004,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META004,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META004,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META004,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META004,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META004,correctTick:,0
P01_L010,base,P01_L010_BASE_META004,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META004,probe_LR:,0
P01_L010,base,P01_L010_BASE_META004,human_LR:,0
P01_L010,base,P01_L010_BASE_META004,posY:,0
P01_L010,base,P01_L010_BASE_META004,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META004,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META004,text:,-1
P01_L010,base,P01_L010_BASE_META004,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META004,trialPOINT:,4
P01_L010,base,P01_L010_BASE_META004,nDW:,4
P01_L010,base,P01_L010_BASE_META004,nUP:,1
P01_L010,base,P01_L010_BASE_META004,start_weber_Contrast:,0.15
P01_L010,base,P01_L010_BASE_META004,number_trials:,100
P01_L010,base,P01_L010_BASE_META004,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META004,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META004,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META004,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META004,condRule:,2
P01_L010,base,P01_L010_BASE_META004,preReversalStepDW:,0.36
P01_L010,base,P01_L010_BASE_META004,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META004,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META004,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META004,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META004,fs:,100
P01_L010,base,P01_L010_BASE_META004,ph:,0.0
P01_L010,base,P01_L010_BASE_META004,speed:,0.0
P01_L010,base,P01_L010_BASE_META004,contr:,0.0
P01_L010,base,P01_L010_BASE_META004,theta:,0.0
P01_L010,base,P01_L010_BASE_META004,bg:,0.189
P01_L010,base,P01_L010_BASE_META004,box:,False
P01_L010,base,P01_L010_BASE_META004,Lbg:,25
P01_L010,base,P01_L010_BASE_META004,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META004,Lmax:,25
P01_L010,base,P01_L010_BASE_META004,gamma:,0.0
P01_L010,base,P01_L010_BASE_META004,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META004,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META004,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META004,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META004,probe_displacement_dy:,0.2
P01_L010,base,P01_L010_BASE_META005,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META005,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META005,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META005,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META005,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META005,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META005,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META005,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META005,correctTick:,0
P01_L010,base,P01_L010_BASE_META005,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META005,probe_LR:,0
P01_L010,base,P01_L010_BASE_META005,human_LR:,0
P01_L010,base,P01_L010_BASE_META005,posY:,0
P01_L010,base,P01_L010_BASE_META005,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META005,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META005,text:,-1
P01_L010,base,P01_L010_BASE_META005,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META005,trialPOINT:,5
P01_L010,base,P01_L010_BASE_META005,nDW:,4
P01_L010,base,P01_L010_BASE_META005,nUP:,1
P01_L010,base,P01_L010_BASE_META005,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META005,number_trials:,100
P01_L010,base,P01_L010_BASE_META005,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META005,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META005,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META005,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META005,condRule:,2
P01_L010,base,P01_L010_BASE_META005,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META005,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META005,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META005,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META005,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META005,fs:,200
P01_L010,base,P01_L010_BASE_META005,ph:,0.0
P01_L010,base,P01_L010_BASE_META005,speed:,0.0
P01_L010,base,P01_L010_BASE_META005,contr:,0.0
P01_L010,base,P01_L010_BASE_META005,theta:,0.0
P01_L010,base,P01_L010_BASE_META005,bg:,0.189
P01_L010,base,P01_L010_BASE_META005,box:,False
P01_L010,base,P01_L010_BASE_META005,Lbg:,25
P01_L010,base,P01_L010_BASE_META005,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META005,Lmax:,25
P01_L010,base,P01_L010_BASE_META005,gamma:,0.0
P01_L010,base,P01_L010_BASE_META005,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META005,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META005,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META005,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META006,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META006,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META006,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META006,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META006,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META006,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META006,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META006,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META006,correctTick:,0
P01_L010,base,P01_L010_BASE_META006,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META006,probe_LR:,0
P01_L010,base,P01_L010_BASE_META006,human_LR:,0
P01_L010,base,P01_L010_BASE_META006,posY:,0
P01_L010,base,P01_L010_BASE_META006,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META006,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META006,text:,-1
P01_L010,base,P01_L010_BASE_META006,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META006,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META006,nDW:,4
P01_L010,base,P01_L010_BASE_META006,nUP:,1
P01_L010,base,P01_L010_BASE_META006,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META006,number_trials:,100
P01_L010,base,P01_L010_BASE_META006,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META006,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META006,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META006,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META006,condRule:,2
P01_L010,base,P01_L010_BASE_META006,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META006,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META006,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META006,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META006,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META006,fs:,200
P01_L010,base,P01_L010_BASE_META006,ph:,0.0
P01_L010,base,P01_L010_BASE_META006,speed:,0.0
P01_L010,base,P01_L010_BASE_META006,contr:,0.0
P01_L010,base,P01_L010_BASE_META006,theta:,0.0
P01_L010,base,P01_L010_BASE_META006,bg:,0.189
P01_L010,base,P01_L010_BASE_META006,box:,False
P01_L010,base,P01_L010_BASE_META006,Lbg:,25
P01_L010,base,P01_L010_BASE_META006,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META006,Lmax:,25
P01_L010,base,P01_L010_BASE_META006,gamma:,0.0
P01_L010,base,P01_L010_BASE_META006,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META006,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META006,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META006,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META007,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META007,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META007,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META007,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META007,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META007,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META007,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META007,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META007,correctTick:,0
P01_L010,base,P01_L010_BASE_META007,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META007,probe_LR:,0
P01_L010,base,P01_L010_BASE_META007,human_LR:,0
P01_L010,base,P01_L010_BASE_META007,posY:,0
P01_L010,base,P01_L010_BASE_META007,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META007,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META007,text:,-1
P01_L010,base,P01_L010_BASE_META007,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META007,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META007,nDW:,4
P01_L010,base,P01_L010_BASE_META007,nUP:,1
P01_L010,base,P01_L010_BASE_META007,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META007,number_trials:,100
P01_L010,base,P01_L010_BASE_META007,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META007,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META007,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META007,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META007,condRule:,2
P01_L010,base,P01_L010_BASE_META007,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META007,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META007,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META007,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META007,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META007,fs:,100
P01_L010,base,P01_L010_BASE_META007,ph:,0.0
P01_L010,base,P01_L010_BASE_META007,speed:,0.0
P01_L010,base,P01_L010_BASE_META007,contr:,0.0
P01_L010,base,P01_L010_BASE_META007,theta:,0.0
P01_L010,base,P01_L010_BASE_META007,bg:,0.189
P01_L010,base,P01_L010_BASE_META007,box:,False
P01_L010,base,P01_L010_BASE_META007,Lbg:,25
P01_L010,base,P01_L010_BASE_META007,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META007,Lmax:,25
P01_L010,base,P01_L010_BASE_META007,gamma:,0.0
P01_L010,base,P01_L010_BASE_META007,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META007,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META007,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META007,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META008,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META008,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META008,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META008,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META008,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META008,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META008,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META008,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META008,correctTick:,0
P01_L010,base,P01_L010_BASE_META008,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META008,probe_LR:,0
P01_L010,base,P01_L010_BASE_META008,human_LR:,0
P01_L010,base,P01_L010_BASE_META008,posY:,0
P01_L010,base,P01_L010_BASE_META008,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META008,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META008,text:,-1
P01_L010,base,P01_L010_BASE_META008,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META008,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META008,nDW:,4
P01_L010,base,P01_L010_BASE_META008,nUP:,1
P01_L010,base,P01_L010_BASE_META008,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META008,number_trials:,100
P01_L010,base,P01_L010_BASE_META008,terminationINDEX:,9
P01_L010,base,P01_L010_BASE_META008,stepDWUP:,0.005
P01_L010,base,P01_L010_BASE_META008,logUNIT_UP:,0.3
P01_L010,base,P01_L010_BASE_META008,logUNIT_DW:,0.25245
P01_L010,base,P01_L010_BASE_META008,condRule:,2
P01_L010,base,P01_L010_BASE_META008,preReversalStepDW:,0.3
P01_L010,base,P01_L010_BASE_META008,Reversal_or_Trial:,1
P01_L010,base,P01_L010_BASE_META008,limit_Trial_Run:,100
P01_L010,base,P01_L010_BASE_META008,max_monitor_cdm2:,400
P01_L010,base,P01_L010_BASE_META008,width:,665.8272745893497
P01_L010,base,P01_L010_BASE_META008,fs:,100
P01_L010,base,P01_L010_BASE_META008,ph:,0.0
P01_L010,base,P01_L010_BASE_META008,speed:,0.0
P01_L010,base,P01_L010_BASE_META008,contr:,0.0
P01_L010,base,P01_L010_BASE_META008,theta:,0.0
P01_L010,base,P01_L010_BASE_META008,bg:,0.189
P01_L010,base,P01_L010_BASE_META008,box:,False
P01_L010,base,P01_L010_BASE_META008,Lbg:,25
P01_L010,base,P01_L010_BASE_META008,Lmin:,0.0
P01_L010,base,P01_L010_BASE_META008,Lmax:,25
P01_L010,base,P01_L010_BASE_META008,gamma:,0.0
P01_L010,base,P01_L010_BASE_META008,BRTRR:,1.2
P01_L010,base,P01_L010_BASE_META008,flanker_width:,5.0
P01_L010,base,P01_L010_BASE_META008,flanker_displacement:,3.0
P01_L010,base,P01_L010_BASE_META008,probe_displacement_dx:,0.48
P01_L010,base,P01_L010_BASE_META009,distance_To_Monitor:,1.0
P01_L010,base,P01_L010_BASE_META009,win_widthy:,0.2303
P01_L010,base,P01_L010_BASE_META009,win_widthx:,0.33638
P01_L010,base,P01_L010_BASE_META009,bkg_intensity:,0.189
P01_L010,base,P01_L010_BASE_META009,max_intensity:,1.0
P01_L010,base,P01_L010_BASE_META009,time_Stimulus:,250
P01_L010,base,P01_L010_BASE_META009,reversalN:,0.0
P01_L010,base,P01_L010_BASE_META009,rateDW:,0.5
P01_L010,base,P01_L010_BASE_META009,correctTick:,0
P01_L010,base,P01_L010_BASE_META009,count_Reversals:,0
P01_L010,base,P01_L010_BASE_META009,probe_LR:,0
P01_L010,base,P01_L010_BASE_META009,human_LR:,0
P01_L010,base,P01_L010_BASE_META009,posY:,0
P01_L010,base,P01_L010_BASE_META009,rateUP:,0.5
P01_L010,base,P01_L010_BASE_META009,probe_pos:,0.0
P01_L010,base,P01_L010_BASE_META009,text:,-1
P01_L010,base,P01_L010_BASE_META009,reversePOINT:,1
P01_L010,base,P01_L010_BASE_META009,trialPOINT:,6
P01_L010,base,P01_L010_BASE_META009,nDW:,4
P01_L010,base,P01_L010_BASE_META009,nUP:,1
P01_L010,base,P01_L010_BASE_META009,start_weber_Contrast:,0.35
P01_L010,base,P01_L010_BASE_META009,number_trials:,100
