source_id,condition_id,experiment,source_directory_index,rows,columns,public_file
P02_L049_BASE_T005,P02_L049,base,5,245,16,data/raw/source_trials/p02_l049_base_t005.tsv.gz
P02_L049_BASE_T006,P02_L049,base,6,210,16,data/raw/source_trials/p02_l049_base_t006.tsv.gz
P02_L049_BASE_T007,P02_L049,base,7,218,16,data/raw/source_trials/p02_l049_base_t007.tsv.gz
P02_L049_BASE_T008,P02_L049,base,8,205,16,data/raw/source_trials/p02_l049_base_t008.tsv.gz
P02_L049_BASE_T009,P02_L049,base,9,181,16,data/raw/source_trials/p02_l049_base_t009.tsv.gz
P02_L049_BASE_T010,P02_L049,base,10,138,16,data/raw/source_trials/p02_l049_base_t010.tsv.gz
P02_L049_BASE_T011,P02_L049,base,11,116,16,data/raw/source_trials/p02_l049_base_t011.tsv.gz
P02_L049_BASE_T012,P02_L049,base,12,109,16,data/raw/source_trials/p02_l049_base_t012.tsv.gz
P02_L049_BASE_T013,P02_L049,base,13,225,16,data/raw/source_trials/p02_l049_base_t013.tsv.gz
P02_L049_BASE_T014,P02_L049,base,14,252,16,data/raw/source_trials/p02_l049_base_t014.tsv.gz
P02_L049_BASE_T015,P02_L049,base,15,251,16,data/raw/source_trials/p02_l049_base_t015.tsv.gz
P02_L049_BASE_T016,P02_L049,base,16,180,16,data/raw/source_trials/p02_l049_base_t016.tsv.gz
P02_L049_BASE_T017,P02_L049,base,17,175,16,data/raw/source_trials/p02_l049_base_t017.tsv.gz
P02_L049_BASE_T018,P02_L049,base,18,186,16,data/raw/source_trials/p02_l049_base_t018.tsv.gz
P02_L049_BASE_T019,P02_L049,base,19,199,16,data/raw/source_trials/p02_l049_base_t019.tsv.gz
P02_L049_FLANKER_T000,P02_L049,flanker,0,254,16,data/raw/source_trials/p02_l049_flanker_t000.tsv.gz
P02_L049_FLANKER_T001,P02_L049,flanker,1,238,16,data/raw/source_trials/p02_l049_flanker_t001.tsv.gz
P02_L049_FLANKER_T002,P02_L049,flanker,2,235,16,data/raw/source_trials/p02_l049_flanker_t002.tsv.gz
P02_L049_FLANKER_T003,P02_L049,flanker,3,228,16,data/raw/source_trials/p02_l049_flanker_t003.tsv.gz
P02_L049_FLANKER_T004,P02_L049,flanker,4,214,16,data/raw/source_trials/p02_l049_flanker_t004.tsv.gz
P02_L049_FLANKER_T005,P02_L049,flanker,5,231,16,data/raw/source_trials/p02_l049_flanker_t005.tsv.gz
P02_L049_FLANKER_T006,P02_L049,flanker,6,252,16,data/raw/source_trials/p02_l049_flanker_t006.tsv.gz
P02_L049_FLANKER_T007,P02_L049,flanker,7,206,16,data/raw/source_trials/p02_l049_flanker_t007.tsv.gz
P02_L049_FLANKER_T008,P02_L049,flanker,8,226,16,data/raw/source_trials/p02_l049_flanker_t008.tsv.gz
P02_L049_FLANKER_T009,P02_L049,flanker,9,215,16,data/raw/source_trials/p02_l049_flanker_t009.tsv.gz
P02_L049_FLANKER_T010,P02_L049,flanker,10,219,16,data/raw/source_trials/p02_l049_flanker_t010.tsv.gz
P02_L049_FLANKER_T011,P02_L049,flanker,11,260,16,data/raw/source_trials/p02_l049_flanker_t011.tsv.gz
P02_L049_FLANKER_T012,P02_L049,flanker,12,234,16,data/raw/source_trials/p02_l049_flanker_t012.tsv.gz
P02_L049_FLANKER_T013,P02_L049,flanker,13,238,16,data/raw/source_trials/p02_l049_flanker_t013.tsv.gz
P02_L049_FLANKER_T014,P02_L049,flanker,14,258,16,data/raw/source_trials/p02_l049_flanker_t014.tsv.gz
P02_L049_FLANKER_T015,P02_L049,flanker,15,257,16,data/raw/source_trials/p02_l049_flanker_t015.tsv.gz
P02_L100_BASE_T000,P02_L100,base,0,226,16,data/raw/source_trials/p02_l100_base_t000.tsv.gz
P02_L100_BASE_T001,P02_L100,base,1,238,16,data/raw/source_trials/p02_l100_base_t001.tsv.gz
P02_L100_BASE_T002,P02_L100,base,2,213,16,data/raw/source_trials/p02_l100_base_t002.tsv.gz
P02_L100_BASE_T003,P02_L100,base,3,230,16,data/raw/source_trials/p02_l100_base_t003.tsv.gz
P02_L100_BASE_T004,P02_L100,base,4,237,16,data/raw/source_trials/p02_l100_base_t004.tsv.gz
P02_L100_BASE_T005,P02_L100,base,5,250,16,data/raw/source_trials/p02_l100_base_t005.tsv.gz
P02_L100_BASE_T006,P02_L100,base,6,199,16,data/raw/source_trials/p02_l100_base_t006.tsv.gz
P02_L100_BASE_T007,P02_L100,base,7,242,16,data/raw/source_trials/p02_l100_base_t007.tsv.gz
P02_L100_BASE_T008,P02_L100,base,8,210,16,data/raw/source_trials/p02_l100_base_t008.tsv.gz
P02_L100_BASE_T009,P02_L100,base,9,262,16,data/raw/source_trials/p02_l100_base_t009.tsv.gz
P02_L100_BASE_T010,P02_L100,base,10,215,16,data/raw/source_trials/p02_l100_base_t010.tsv.gz
P02_L100_BASE_T011,P02_L100,base,11,222,16,data/raw/source_trials/p02_l100_base_t011.tsv.gz
P02_L100_BASE_T012,P02_L100,base,12,220,16,data/raw/source_trials/p02_l100_base_t012.tsv.gz
P02_L100_BASE_T013,P02_L100,base,13,212,16,data/raw/source_trials/p02_l100_base_t013.tsv.gz
P02_L100_BASE_T014,P02_L100,base,14,226,16,data/raw/source_trials/p02_l100_base_t014.tsv.gz
P02_L100_BASE_T015,P02_L100,base,15,236,16,data/raw/source_trials/p02_l100_base_t015.tsv.gz
P02_L100_FLANKER_T000,P02_L100,flanker,0,237,16,data/raw/source_trials/p02_l100_flanker_t000.tsv.gz
P02_L100_FLANKER_T001,P02_L100,flanker,1,236,16,data/raw/source_trials/p02_l100_flanker_t001.tsv.gz
P02_L100_FLANKER_T002,P02_L100,flanker,2,227,16,data/raw/source_trials/p02_l100_flanker_t002.tsv.gz
P02_L100_FLANKER_T003,P02_L100,flanker,3,257,16,data/raw/source_trials/p02_l100_flanker_t003.tsv.gz
P02_L100_FLANKER_T004,P02_L100,flanker,4,214,16,data/raw/source_trials/p02_l100_flanker_t004.tsv.gz
P02_L100_FLANKER_T005,P02_L100,flanker,5,272,16,data/raw/source_trials/p02_l100_flanker_t005.tsv.gz
P02_L100_FLANKER_T006,P02_L100,flanker,6,211,16,data/raw/source_trials/p02_l100_flanker_t006.tsv.gz
P02_L100_FLANKER_T007,P02_L100,flanker,7,224,16,data/raw/source_trials/p02_l100_flanker_t007.tsv.gz
P02_L100_FLANKER_T008,P02_L100,flanker,8,255,16,data/raw/source_trials/p02_l100_flanker_t008.tsv.gz
P02_L100_FLANKER_T009,P02_L100,flanker,9,240,16,data/raw/source_trials/p02_l100_flanker_t009.tsv.gz
P02_L100_FLANKER_T010,P02_L100,flanker,10,211,16,data/raw/source_trials/p02_l100_flanker_t010.tsv.gz
P02_L100_FLANKER_T011,P02_L100,flanker,11,245,16,data/raw/source_trials/p02_l100_flanker_t011.tsv.gz
P02_L100_FLANKER_T012,P02_L100,flanker,12,195,16,data/raw/source_trials/p02_l100_flanker_t012.tsv.gz
P02_L100_FLANKER_T013,P02_L100,flanker,13,248,16,data/raw/source_trials/p02_l100_flanker_t013.tsv.gz
P02_L100_FLANKER_T014,P02_L100,flanker,14,255,16,data/raw/source_trials/p02_l100_flanker_t014.tsv.gz
P02_L100_FLANKER_T015,P02_L100,flanker,15,255,16,data/raw/source_trials/p02_l100_flanker_t015.tsv.gz
P03_L010_BASE_T000,P03_L010,base,0,184,16,data/raw/source_trials/p03_l010_base_t000.tsv.gz
P03_L010_BASE_T001,P03_L010,base,1,192,16,data/raw/source_trials/p03_l010_base_t001.tsv.gz
P03_L010_BASE_T002,P03_L010,base,2,192,16,data/raw/source_trials/p03_l010_base_t002.tsv.gz
P03_L010_BASE_T003,P03_L010,base,3,170,16,data/raw/source_trials/p03_l010_base_t003.tsv.gz
P03_L010_BASE_T004,P03_L010,base,4,182,16,data/raw/source_trials/p03_l010_base_t004.tsv.gz
P03_L010_BASE_T005,P03_L010,base,5,203,16,data/raw/source_trials/p03_l010_base_t005.tsv.gz
P03_L010_BASE_T006,P03_L010,base,6,193,16,data/raw/source_trials/p03_l010_base_t006.tsv.gz
P03_L010_BASE_T007,P03_L010,base,7,223,16,data/raw/source_trials/p03_l010_base_t007.tsv.gz
P03_L010_BASE_T008,P03_L010,base,8,173,16,data/raw/source_trials/p03_l010_base_t008.tsv.gz
P03_L010_BASE_T009,P03_L010,base,9,222,16,data/raw/source_trials/p03_l010_base_t009.tsv.gz
P03_L010_BASE_T010,P03_L010,base,10,188,16,data/raw/source_trials/p03_l010_base_t010.tsv.gz
P03_L010_BASE_T011,P03_L010,base,11,187,16,data/raw/source_trials/p03_l010_base_t011.tsv.gz
P03_L010_BASE_T012,P03_L010,base,12,181,16,data/raw/source_trials/p03_l010_base_t012.tsv.gz
P03_L010_BASE_T013,P03_L010,base,13,188,16,data/raw/source_trials/p03_l010_base_t013.tsv.gz
P03_L010_BASE_T014,P03_L010,base,14,175,16,data/raw/source_trials/p03_l010_base_t014.tsv.gz
P03_L010_BASE_T015,P03_L010,base,15,177,16,data/raw/source_trials/p03_l010_base_t015.tsv.gz
P03_L010_BASE_T016,P03_L010,base,16,147,16,data/raw/source_trials/p03_l010_base_t016.tsv.gz
P03_L010_FLANKER_T000,P03_L010,flanker,0,218,16,data/raw/source_trials/p03_l010_flanker_t000.tsv.gz
P03_L010_FLANKER_T001,P03_L010,flanker,1,171,16,data/raw/source_trials/p03_l010_flanker_t001.tsv.gz
P03_L010_FLANKER_T002,P03_L010,flanker,2,201,16,data/raw/source_trials/p03_l010_flanker_t002.tsv.gz
P03_L010_FLANKER_T003,P03_L010,flanker,3,179,16,data/raw/source_trials/p03_l010_flanker_t003.tsv.gz
P03_L010_FLANKER_T004,P03_L010,flanker,4,229,16,data/raw/source_trials/p03_l010_flanker_t004.tsv.gz
P03_L010_FLANKER_T005,P03_L010,flanker,5,224,16,data/raw/source_trials/p03_l010_flanker_t005.tsv.gz
P03_L010_FLANKER_T006,P03_L010,flanker,6,202,16,data/raw/source_trials/p03_l010_flanker_t006.tsv.gz
P03_L010_FLANKER_T007,P03_L010,flanker,7,182,16,data/raw/source_trials/p03_l010_flanker_t007.tsv.gz
P03_L010_FLANKER_T008,P03_L010,flanker,8,185,16,data/raw/source_trials/p03_l010_flanker_t008.tsv.gz
P03_L010_FLANKER_T009,P03_L010,flanker,9,200,16,data/raw/source_trials/p03_l010_flanker_t009.tsv.gz
P03_L010_FLANKER_T010,P03_L010,flanker,10,208,16,data/raw/source_trials/p03_l010_flanker_t010.tsv.gz
P03_L010_FLANKER_T011,P03_L010,flanker,11,185,16,data/raw/source_trials/p03_l010_flanker_t011.tsv.gz
P03_L010_FLANKER_T012,P03_L010,flanker,12,200,16,data/raw/source_trials/p03_l010_flanker_t012.tsv.gz
P03_L010_FLANKER_T013,P03_L010,flanker,13,191,16,data/raw/source_trials/p03_l010_flanker_t013.tsv.gz
P03_L010_FLANKER_T014,P03_L010,flanker,14,194,16,data/raw/source_trials/p03_l010_flanker_t014.tsv.gz
P03_L010_FLANKER_T015,P03_L010,flanker,15,192,16,data/raw/source_trials/p03_l010_flanker_t015.tsv.gz
P03_L049_BASE_T000,P03_L049,base,0,214,16,data/raw/source_trials/p03_l049_base_t000.tsv.gz
P03_L049_BASE_T001,P03_L049,base,1,227,16,data/raw/source_trials/p03_l049_base_t001.tsv.gz
P03_L049_BASE_T002,P03_L049,base,2,254,16,data/raw/source_trials/p03_l049_base_t002.tsv.gz
P03_L049_BASE_T003,P03_L049,base,3,206,16,data/raw/source_trials/p03_l049_base_t003.tsv.gz
P03_L049_BASE_T004,P03_L049,base,4,200,16,data/raw/source_trials/p03_l049_base_t004.tsv.gz
P03_L049_BASE_T005,P03_L049,base,5,204,16,data/raw/source_trials/p03_l049_base_t005.tsv.gz
P03_L049_BASE_T006,P03_L049,base,6,173,16,data/raw/source_trials/p03_l049_base_t006.tsv.gz
P03_L049_BASE_T007,P03_L049,base,7,163,16,data/raw/source_trials/p03_l049_base_t007.tsv.gz
P03_L049_BASE_T008,P03_L049,base,8,191,16,data/raw/source_trials/p03_l049_base_t008.tsv.gz
P03_L049_BASE_T009,P03_L049,base,9,183,16,data/raw/source_trials/p03_l049_base_t009.tsv.gz
P03_L049_BASE_T010,P03_L049,base,10,193,16,data/raw/source_trials/p03_l049_base_t010.tsv.gz
P03_L049_BASE_T011,P03_L049,base,11,195,16,data/raw/source_trials/p03_l049_base_t011.tsv.gz
P03_L049_BASE_T012,P03_L049,base,12,168,16,data/raw/source_trials/p03_l049_base_t012.tsv.gz
P03_L049_BASE_T013,P03_L049,base,13,175,16,data/raw/source_trials/p03_l049_base_t013.tsv.gz
P03_L049_BASE_T014,P03_L049,base,14,171,16,data/raw/source_trials/p03_l049_base_t014.tsv.gz
P03_L049_BASE_T015,P03_L049,base,15,196,16,data/raw/source_trials/p03_l049_base_t015.tsv.gz
P03_L049_FLANKER_T000,P03_L049,flanker,0,170,16,data/raw/source_trials/p03_l049_flanker_t000.tsv.gz
P03_L049_FLANKER_T001,P03_L049,flanker,1,182,16,data/raw/source_trials/p03_l049_flanker_t001.tsv.gz
P03_L049_FLANKER_T002,P03_L049,flanker,2,174,16,data/raw/source_trials/p03_l049_flanker_t002.tsv.gz
P03_L049_FLANKER_T003,P03_L049,flanker,3,202,16,data/raw/source_trials/p03_l049_flanker_t003.tsv.gz
P03_L049_FLANKER_T004,P03_L049,flanker,4,213,16,data/raw/source_trials/p03_l049_flanker_t004.tsv.gz
P03_L049_FLANKER_T005,P03_L049,flanker,5,168,16,data/raw/source_trials/p03_l049_flanker_t005.tsv.gz
P03_L049_FLANKER_T006,P03_L049,flanker,6,192,16,data/raw/source_trials/p03_l049_flanker_t006.tsv.gz
P03_L049_FLANKER_T007,P03_L049,flanker,7,174,16,data/raw/source_trials/p03_l049_flanker_t007.tsv.gz
P03_L049_FLANKER_T008,P03_L049,flanker,8,209,16,data/raw/source_trials/p03_l049_flanker_t008.tsv.gz
P03_L049_FLANKER_T009,P03_L049,flanker,9,183,16,data/raw/source_trials/p03_l049_flanker_t009.tsv.gz
P03_L049_FLANKER_T010,P03_L049,flanker,10,173,16,data/raw/source_trials/p03_l049_flanker_t010.tsv.gz
P03_L049_FLANKER_T011,P03_L049,flanker,11,203,16,data/raw/source_trials/p03_l049_flanker_t011.tsv.gz
P03_L049_FLANKER_T012,P03_L049,flanker,12,183,16,data/raw/source_trials/p03_l049_flanker_t012.tsv.gz
P03_L049_FLANKER_T013,P03_L049,flanker,13,215,16,data/raw/source_trials/p03_l049_flanker_t013.tsv.gz
P03_L049_FLANKER_T014,P03_L049,flanker,14,214,16,data/raw/source_trials/p03_l049_flanker_t014.tsv.gz
P03_L049_FLANKER_T015,P03_L049,flanker,15,178,16,data/raw/source_trials/p03_l049_flanker_t015.tsv.gz
P03_L100_BASE_T000,P03_L100,base,0,230,16,data/raw/source_trials/p03_l100_base_t000.tsv.gz
P03_L100_BASE_T001,P03_L100,base,1,228,16,data/raw/source_trials/p03_l100_base_t001.tsv.gz
P03_L100_BASE_T002,P03_L100,base,2,205,16,data/raw/source_trials/p03_l100_base_t002.tsv.gz
P03_L100_BASE_T003,P03_L100,base,3,229,16,data/raw/source_trials/p03_l100_base_t003.tsv.gz
P03_L100_BASE_T004,P03_L100,base,4,241,16,data/raw/source_trials/p03_l100_base_t004.tsv.gz
P03_L100_BASE_T005,P03_L100,base,5,261,16,data/raw/source_trials/p03_l100_base_t005.tsv.gz
P03_L100_BASE_T006,P03_L100,base,6,225,16,data/raw/source_trials/p03_l100_base_t006.tsv.gz
P03_L100_BASE_T007,P03_L100,base,7,208,16,data/raw/source_trials/p03_l100_base_t007.tsv.gz
P03_L100_BASE_T008,P03_L100,base,8,198,16,data/raw/source_trials/p03_l100_base_t008.tsv.gz
P03_L100_BASE_T009,P03_L100,base,9,249,16,data/raw/source_trials/p03_l100_base_t009.tsv.gz
P03_L100_BASE_T010,P03_L100,base,10,249,16,data/raw/source_trials/p03_l100_base_t010.tsv.gz
P03_L100_BASE_T011,P03_L100,base,11,209,16,data/raw/source_trials/p03_l100_base_t011.tsv.gz
P03_L100_BASE_T012,P03_L100,base,12,220,16,data/raw/source_trials/p03_l100_base_t012.tsv.gz
P03_L100_BASE_T013,P03_L100,base,13,218,16,data/raw/source_trials/p03_l100_base_t013.tsv.gz
P03_L100_BASE_T014,P03_L100,base,14,230,16,data/raw/source_trials/p03_l100_base_t014.tsv.gz
P03_L100_BASE_T015,P03_L100,base,15,217,16,data/raw/source_trials/p03_l100_base_t015.tsv.gz
P03_L100_FLANKER_T000,P03_L100,flanker,0,222,16,data/raw/source_trials/p03_l100_flanker_t000.tsv.gz
P03_L100_FLANKER_T001,P03_L100,flanker,1,230,16,data/raw/source_trials/p03_l100_flanker_t001.tsv.gz
P03_L100_FLANKER_T002,P03_L100,flanker,2,212,16,data/raw/source_trials/p03_l100_flanker_t002.tsv.gz
P03_L100_FLANKER_T003,P03_L100,flanker,3,230,16,data/raw/source_trials/p03_l100_flanker_t003.tsv.gz
P03_L100_FLANKER_T004,P03_L100,flanker,4,221,16,data/raw/source_trials/p03_l100_flanker_t004.tsv.gz
P03_L100_FLANKER_T005,P03_L100,flanker,5,246,16,data/raw/source_trials/p03_l100_flanker_t005.tsv.gz
P03_L100_FLANKER_T006,P03_L100,flanker,6,236,16,data/raw/source_trials/p03_l100_flanker_t006.tsv.gz
P03_L100_FLANKER_T007,P03_L100,flanker,7,242,16,data/raw/source_trials/p03_l100_flanker_t007.tsv.gz
P03_L100_FLANKER_T008,P03_L100,flanker,8,238,16,data/raw/source_trials/p03_l100_flanker_t008.tsv.gz
P03_L100_FLANKER_T009,P03_L100,flanker,9,254,16,data/raw/source_trials/p03_l100_flanker_t009.tsv.gz
P03_L100_FLANKER_T010,P03_L100,flanker,10,204,16,data/raw/source_trials/p03_l100_flanker_t010.tsv.gz
P03_L100_FLANKER_T011,P03_L100,flanker,11,214,16,data/raw/source_trials/p03_l100_flanker_t011.tsv.gz
P03_L100_FLANKER_T012,P03_L100,flanker,12,236,16,data/raw/source_trials/p03_l100_flanker_t012.tsv.gz
P03_L100_FLANKER_T013,P03_L100,flanker,13,245,16,data/raw/source_trials/p03_l100_flanker_t013.tsv.gz
P03_L100_FLANKER_T014,P03_L100,flanker,14,217,16,data/raw/source_trials/p03_l100_flanker_t014.tsv.gz
P03_L100_FLANKER_T015,P03_L100,flanker,15,210,16,data/raw/source_trials/p03_l100_flanker_t015.tsv.gz
P03_L200_BASE_T000,P03_L200,base,0,215,16,data/raw/source_trials/p03_l200_base_t000.tsv.gz
P03_L200_BASE_T001,P03_L200,base,1,217,16,data/raw/source_trials/p03_l200_base_t001.tsv.gz
P03_L200_BASE_T002,P03_L200,base,2,237,16,data/raw/source_trials/p03_l200_base_t002.tsv.gz
P03_L200_BASE_T003,P03_L200,base,3,223,16,data/raw/source_trials/p03_l200_base_t003.tsv.gz
P03_L200_BASE_T004,P03_L200,base,4,191,16,data/raw/source_trials/p03_l200_base_t004.tsv.gz
P03_L200_BASE_T005,P03_L200,base,5,220,16,data/raw/source_trials/p03_l200_base_t005.tsv.gz
P03_L200_BASE_T006,P03_L200,base,6,249,16,data/raw/source_trials/p03_l200_base_t006.tsv.gz
P03_L200_BASE_T007,P03_L200,base,7,222,16,data/raw/source_trials/p03_l200_base_t007.tsv.gz
P03_L200_BASE_T008,P03_L200,base,8,231,16,data/raw/source_trials/p03_l200_base_t008.tsv.gz
P03_L200_BASE_T009,P03_L200,base,9,205,16,data/raw/source_trials/p03_l200_base_t009.tsv.gz
P03_L200_BASE_T010,P03_L200,base,10,207,16,data/raw/source_trials/p03_l200_base_t010.tsv.gz
P03_L200_BASE_T011,P03_L200,base,11,197,16,data/raw/source_trials/p03_l200_base_t011.tsv.gz
P03_L200_BASE_T012,P03_L200,base,12,239,16,data/raw/source_trials/p03_l200_base_t012.tsv.gz
P03_L200_BASE_T013,P03_L200,base,13,207,16,data/raw/source_trials/p03_l200_base_t013.tsv.gz
P03_L200_BASE_T014,P03_L200,base,14,236,16,data/raw/source_trials/p03_l200_base_t014.tsv.gz
P03_L200_BASE_T015,P03_L200,base,15,219,16,data/raw/source_trials/p03_l200_base_t015.tsv.gz
P03_L200_FLANKER_T000,P03_L200,flanker,0,228,16,data/raw/source_trials/p03_l200_flanker_t000.tsv.gz
P03_L200_FLANKER_T001,P03_L200,flanker,1,217,16,data/raw/source_trials/p03_l200_flanker_t001.tsv.gz
P03_L200_FLANKER_T002,P03_L200,flanker,2,219,16,data/raw/source_trials/p03_l200_flanker_t002.tsv.gz
P03_L200_FLANKER_T003,P03_L200,flanker,3,228,16,data/raw/source_trials/p03_l200_flanker_t003.tsv.gz
P03_L200_FLANKER_T004,P03_L200,flanker,4,253,16,data/raw/source_trials/p03_l200_flanker_t004.tsv.gz
P03_L200_FLANKER_T005,P03_L200,flanker,5,201,16,data/raw/source_trials/p03_l200_flanker_t005.tsv.gz
P03_L200_FLANKER_T006,P03_L200,flanker,6,249,16,data/raw/source_trials/p03_l200_flanker_t006.tsv.gz
P03_L200_FLANKER_T007,P03_L200,flanker,7,252,16,data/raw/source_trials/p03_l200_flanker_t007.tsv.gz
P03_L200_FLANKER_T008,P03_L200,flanker,8,230,16,data/raw/source_trials/p03_l200_flanker_t008.tsv.gz
P03_L200_FLANKER_T009,P03_L200,flanker,9,238,16,data/raw/source_trials/p03_l200_flanker_t009.tsv.gz
P03_L200_FLANKER_T010,P03_L200,flanker,10,236,16,data/raw/source_trials/p03_l200_flanker_t010.tsv.gz
P03_L200_FLANKER_T011,P03_L200,flanker,11,236,16,data/raw/source_trials/p03_l200_flanker_t011.tsv.gz
P03_L200_FLANKER_T012,P03_L200,flanker,12,225,16,data/raw/source_trials/p03_l200_flanker_t012.tsv.gz
P03_L200_FLANKER_T013,P03_L200,flanker,13,241,16,data/raw/source_trials/p03_l200_flanker_t013.tsv.gz
P03_L200_FLANKER_T014,P03_L200,flanker,14,211,16,data/raw/source_trials/p03_l200_flanker_t014.tsv.gz
P03_L200_FLANKER_T015,P03_L200,flanker,15,219,16,data/raw/source_trials/p03_l200_flanker_t015.tsv.gz
P04_L010_BASE_T000,P04_L010,base,0,203,16,data/raw/source_trials/p04_l010_base_t000.tsv.gz
P04_L010_BASE_T001,P04_L010,base,1,175,16,data/raw/source_trials/p04_l010_base_t001.tsv.gz
P04_L010_BASE_T002,P04_L010,base,2,193,16,data/raw/source_trials/p04_l010_base_t002.tsv.gz
P04_L010_BASE_T003,P04_L010,base,3,181,16,data/raw/source_trials/p04_l010_base_t003.tsv.gz
P04_L010_BASE_T004,P04_L010,base,4,199,16,data/raw/source_trials/p04_l010_base_t004.tsv.gz
P04_L010_BASE_T005,P04_L010,base,5,179,16,data/raw/source_trials/p04_l010_base_t005.tsv.gz
P04_L010_BASE_T006,P04_L010,base,6,186,16,data/raw/source_trials/p04_l010_base_t006.tsv.gz
P04_L010_BASE_T007,P04_L010,base,7,190,16,data/raw/source_trials/p04_l010_base_t007.tsv.gz
P04_L010_BASE_T008,P04_L010,base,8,193,16,data/raw/source_trials/p04_l010_base_t008.tsv.gz
P04_L010_BASE_T009,P04_L010,base,9,179,16,data/raw/source_trials/p04_l010_base_t009.tsv.gz
P04_L010_BASE_T010,P04_L010,base,10,206,16,data/raw/source_trials/p04_l010_base_t010.tsv.gz
P04_L010_BASE_T011,P04_L010,base,11,198,16,data/raw/source_trials/p04_l010_base_t011.tsv.gz
P04_L010_BASE_T012,P04_L010,base,12,200,16,data/raw/source_trials/p04_l010_base_t012.tsv.gz
P04_L010_BASE_T013,P04_L010,base,13,201,16,data/raw/source_trials/p04_l010_base_t013.tsv.gz
P04_L010_BASE_T014,P04_L010,base,14,162,16,data/raw/source_trials/p04_l010_base_t014.tsv.gz
P04_L010_BASE_T015,P04_L010,base,15,181,16,data/raw/source_trials/p04_l010_base_t015.tsv.gz
P04_L010_FLANKER_T000,P04_L010,flanker,0,211,16,data/raw/source_trials/p04_l010_flanker_t000.tsv.gz
P04_L010_FLANKER_T001,P04_L010,flanker,1,184,16,data/raw/source_trials/p04_l010_flanker_t001.tsv.gz
P04_L010_FLANKER_T002,P04_L010,flanker,2,214,16,data/raw/source_trials/p04_l010_flanker_t002.tsv.gz
P04_L010_FLANKER_T003,P04_L010,flanker,3,205,16,data/raw/source_trials/p04_l010_flanker_t003.tsv.gz
P04_L010_FLANKER_T004,P04_L010,flanker,4,201,16,data/raw/source_trials/p04_l010_flanker_t004.tsv.gz
P04_L010_FLANKER_T005,P04_L010,flanker,5,168,16,data/raw/source_trials/p04_l010_flanker_t005.tsv.gz
P04_L010_FLANKER_T006,P04_L010,flanker,6,158,16,data/raw/source_trials/p04_l010_flanker_t006.tsv.gz
P04_L010_FLANKER_T007,P04_L010,flanker,7,182,16,data/raw/source_trials/p04_l010_flanker_t007.tsv.gz
P04_L010_FLANKER_T008,P04_L010,flanker,8,186,16,data/raw/source_trials/p04_l010_flanker_t008.tsv.gz
P04_L010_FLANKER_T009,P04_L010,flanker,9,208,16,data/raw/source_trials/p04_l010_flanker_t009.tsv.gz
P04_L010_FLANKER_T010,P04_L010,flanker,10,183,16,data/raw/source_trials/p04_l010_flanker_t010.tsv.gz
P04_L010_FLANKER_T011,P04_L010,flanker,11,182,16,data/raw/source_trials/p04_l010_flanker_t011.tsv.gz
P04_L010_FLANKER_T012,P04_L010,flanker,12,194,16,data/raw/source_trials/p04_l010_flanker_t012.tsv.gz
P04_L010_FLANKER_T013,P04_L010,flanker,13,157,16,data/raw/source_trials/p04_l010_flanker_t013.tsv.gz
P04_L010_FLANKER_T014,P04_L010,flanker,14,182,16,data/raw/source_trials/p04_l010_flanker_t014.tsv.gz
P04_L010_FLANKER_T015,P04_L010,flanker,15,176,16,data/raw/source_trials/p04_l010_flanker_t015.tsv.gz
P04_L049_BASE_T000,P04_L049,base,0,196,16,data/raw/source_trials/p04_l049_base_t000.tsv.gz
P04_L049_BASE_T001,P04_L049,base,1,189,16,data/raw/source_trials/p04_l049_base_t001.tsv.gz
P04_L049_BASE_T002,P04_L049,base,2,184,16,data/raw/source_trials/p04_l049_base_t002.tsv.gz
P04_L049_BASE_T003,P04_L049,base,3,189,16,data/raw/source_trials/p04_l049_base_t003.tsv.gz
P04_L049_BASE_T004,P04_L049,base,4,182,16,data/raw/source_trials/p04_l049_base_t004.tsv.gz
P04_L049_BASE_T005,P04_L049,base,5,225,16,data/raw/source_trials/p04_l049_base_t005.tsv.gz
P04_L049_BASE_T006,P04_L049,base,6,220,16,data/raw/source_trials/p04_l049_base_t006.tsv.gz
P04_L049_BASE_T007,P04_L049,base,7,174,16,data/raw/source_trials/p04_l049_base_t007.tsv.gz
P04_L049_BASE_T008,P04_L049,base,8,196,16,data/raw/source_trials/p04_l049_base_t008.tsv.gz
P04_L049_BASE_T009,P04_L049,base,9,194,16,data/raw/source_trials/p04_l049_base_t009.tsv.gz
P04_L049_BASE_T010,P04_L049,base,10,194,16,data/raw/source_trials/p04_l049_base_t010.tsv.gz
P04_L049_BASE_T011,P04_L049,base,11,178,16,data/raw/source_trials/p04_l049_base_t011.tsv.gz
P04_L049_BASE_T012,P04_L049,base,12,208,16,data/raw/source_trials/p04_l049_base_t012.tsv.gz
P04_L049_BASE_T013,P04_L049,base,13,217,16,data/raw/source_trials/p04_l049_base_t013.tsv.gz
P04_L049_BASE_T014,P04_L049,base,14,193,16,data/raw/source_trials/p04_l049_base_t014.tsv.gz
P04_L049_BASE_T015,P04_L049,base,15,192,16,data/raw/source_trials/p04_l049_base_t015.tsv.gz
P04_L049_FLANKER_T000,P04_L049,flanker,0,193,16,data/raw/source_trials/p04_l049_flanker_t000.tsv.gz
