condition_id,exclusion_candidate,probe_position_deg,distance_from_flanker_edge_deg,base_threshold,flanker_threshold,base_sensitivity,flanker_sensitivity,log_sensitivity_ratio,spread,base_staircases,flanker_staircases
P02_L100,no_exclusions,-0.2578,0.24220000000000003,0.08532125162370482,0.0797734851877262,11.720409405271427,12.535493436782403,0.06723237982771228,0.21611135204178425,4,4
P02_L100,no_exclusions,-0.212,0.28800000000000003,0.06619004473442867,0.08495717592790411,15.108012149141986,11.770636077270442,-0.24961724694185417,0.17610036475744148,4,4
P02_L100,no_exclusions,-0.1662,0.3338,0.04370851271188851,0.04176205935028969,22.878838421971853,23.945179322031287,0.045554625727543735,0.19296300507838754,4,4
P02_L100,no_exclusions,-0.1146,0.3854,0.04224761985485773,0.0499000503150856,23.669972496332658,20.040059953560483,-0.16647399365526136,0.41498100942611854,4,4
P02_L100,no_exclusions,-0.0688,0.4312,0.0787782887637349,0.06712031184107548,12.693852782193765,14.89861969604307,0.16015072742612557,0.3649540022057412,4,4
P02_L100,no_exclusions,-0.0229,0.4771,0.07636430421675541,0.07133371199449855,13.095123569273428,14.018617173281585,0.06814633002260749,0.37185761442151577,4,4
P02_L100,no_exclusions,0.0229,0.5229,0.04975615278786797,0.03814734798440127,20.098016907847217,26.21414207899609,0.26567789025239663,0.30340071941504654,4,4
P02_L100,no_exclusions,0.0745,0.5745,0.04092126482259976,0.03824074969653801,24.437172319456895,26.150114941144352,0.06774815722291876,0.14181465951994487,4,4
P02_L100,no_exclusions,0.1203,0.6203,0.08939479918092175,0.09981726926367061,11.186333088305831,10.018306525281382,-0.11027870128487438,0.11197204685655636,4,4
P02_L100,no_exclusions,0.1662,0.6662,0.09036792716899009,0.09409680729470021,11.065872941070975,10.627353135033761,-0.040434700667921555,0.17986098641461398,4,4
P02_L100,no_exclusions,0.212,0.712,0.10848623575525851,0.09236922099661284,9.217759221141824,10.826117068115902,0.1608294884764259,0.36478378278550877,4,4
P02_L100,no_exclusions,0.2636,0.7636000000000001,0.04718544253952041,0.04883111154513185,21.192977032321885,20.47874742879355,-0.03428221713749325,0.2765583484737717,4,4
P02_L100,no_exclusions,0.3094,0.8094,0.04452816563352268,0.04783171874456089,22.45769583751184,20.90662903711177,-0.07156706695503476,0.14908119775481316,4,4
P02_L100,no_exclusions,0.3552,0.8552,0.09462233022760896,0.09376572175417319,10.568329881483086,10.664878180340924,0.009094147618468672,0.34623090099784465,4,4
