condition_id,exclusion_candidate,probe_position_deg,distance_from_flanker_edge_deg,base_threshold,flanker_threshold,base_sensitivity,flanker_sensitivity,log_sensitivity_ratio,spread,base_staircases,flanker_staircases
P02_L100,no_exclusions,0.4011,0.9011,0.1002217047280332,0.07331445601993551,9.977878571449684,13.639874784422899,0.31262697260895117,0.3333388569294053,4,4
P02_L100,no_exclusions,0.4526,0.9526,0.04835096612819632,0.04843188818681313,20.6821099985599,20.64755344955303,-0.0016722399447090476,0.20648549751165246,4,4
P02_L100,no_exclusions,0.4985,0.9984999999999999,0.05280148082433746,0.04685863697206996,18.938862781649036,21.340782929645368,0.11940389081490103,0.17923559416026513,4,4
P03_L010,no_exclusions,-0.4011,0.09889999999999999,0.03502471397059942,0.03873503230929911,28.551268137105243,25.816423541743898,-0.10069049244045851,0.44493207818186814,4,4
P03_L010,no_exclusions,-0.338,0.16199999999999998,0.04555426719268853,0.044237867294919284,21.95184033517941,22.60506803669647,0.0293231523934202,0.1468321710089559,4,4
P03_L010,no_exclusions,-0.2807,0.2193,0.040775375217340544,0.03752373780632623,24.52460571287962,26.649797127390844,0.08310460972684788,0.4110494780442534,5,4
P03_L010,no_exclusions,-0.2235,0.27649999999999997,0.02138086690469297,0.022822994052351157,46.770788315440385,43.81546074569401,-0.06527208658801219,0.24735136859295634,4,4
P03_L010,no_exclusions,-0.1604,0.3396,0.01996217576892664,0.017479999154456815,50.094739750594314,57.20824075354909,0.13278194954644354,0.27690001630179045,4,4
P03_L010,no_exclusions,-0.1031,0.39690000000000003,0.037024648276771356,0.0344057506068647,27.009034428218545,29.064908695829413,0.07336014128178125,0.3588150627096967,4,4
P03_L010,no_exclusions,-0.0401,0.4599,0.04890410588329111,0.0417304034435889,20.448180821186764,23.963343689015577,0.15863139534187548,0.33047880975005123,5,4
P03_L010,no_exclusions,0.0172,0.5172,0.01512679104891675,0.0168619811327707,66.1078742190738,59.30501239006449,-0.10859403721630681,0.47629817661993185,4,4
P03_L010,no_exclusions,0.0802,0.5802,0.02013378908565806,0.016343277341228576,49.667749857990316,61.1872379768859,0.20858281172266138,0.2673445498392842,4,4
P03_L010,no_exclusions,0.1375,0.6375,0.04158859294551673,0.03423487588042207,24.045054885844618,29.2099788383305,0.1945810345755019,0.19249348514879497,4,4
P03_L010,no_exclusions,0.1948,0.6948,0.03471083643538148,0.04199002530397765,28.809446924784535,23.815179742348754,-0.19038016991029244,0.38616326526900685,5,4
P03_L010,no_exclusions,0.2578,0.7578,0.017044392863304034,0.018283713725805634,58.67032096830883,54.693483774502546,-0.07018941793961635,0.3727705120137362,4,4
P03_L010,no_exclusions,0.3151,0.8150999999999999,0.022503417268902124,0.015380880419233033,44.43769530869953,65.01578406068025,0.38054196943328433,0.3084491051850347,4,4
P03_L010,no_exclusions,0.3782,0.8782,0.03740395722639089,0.03427383064786646,26.73513911769838,29.176779516539096,0.08739439891445998,0.2579692679491837,4,4
P03_L010,no_exclusions,0.4354,0.9354,0.04507734284691188,0.037536113161296854,22.184093756282866,26.641010903363615,0.18307625716866985,0.1821449595272375,5,4
P03_L010,no_exclusions,0.4985,0.9984999999999999,0.015214721243678588,0.01869104761485092,65.7258180405691,53.50154900924081,-0.2057812100260535,0.5839485298977323,4,4
P03_L049,no_exclusions,-0.4011,0.09889999999999999,0.058847919307540825,0.07426804773365517,16.99295424149107,13.464740632287308,-0.23272433804713336,0.206247486748678,4,4
P03_L049,no_exclusions,-0.338,0.16199999999999998,0.05663303711124141,0.08306311298054075,17.65753791441117,12.039038318179461,-0.3830082067262759,1.0037836396484305,4,4
P03_L049,no_exclusions,-0.2807,0.2193,0.0711497185721312,0.06999204378344343,14.054869366576698,14.287338187952006,0.016404793758729646,0.3777358333533396,4,4
P03_L049,no_exclusions,-0.2235,0.27649999999999997,0.0360764229411879,0.036215852733227805,27.718934375234724,27.6122174277152,-0.0038573959285770503,0.35262598781563353,4,4
P03_L049,no_exclusions,-0.1604,0.3396,0.03080460434927624,0.02988185302986373,32.46267956119667,33.465126777800776,0.030412796599606988,0.4641198357054715,4,4
P03_L049,no_exclusions,-0.1031,0.39690000000000003,0.052927065684771256,0.0705362220666878,18.893924820164944,14.177113129968308,-0.28721151937889083,0.3463728293804411,4,4
P03_L049,no_exclusions,-0.0401,0.4599,0.042691677891200056,0.05437309750880662,23.423768973159238,18.39144808400944,-0.24186549637488777,0.489843265208315,4,4
P03_L049,no_exclusions,0.0172,0.5172,0.03845256095657174,0.03388367124361381,26.00607021023641,29.512740600340763,0.12649207447154226,0.2722907912422176,4,4
P03_L049,no_exclusions,0.0802,0.5802,0.02202156925730461,0.030264015181114372,45.41002452258471,33.04254224086,-0.317936995107133,0.3983980231824169,4,4
P03_L049,no_exclusions,0.1375,0.6375,0.060107939647868536,0.06532450743370158,16.636737273949475,15.308190437025628,-0.08322533103497587,0.5399219746041249,4,4
P03_L049,no_exclusions,0.1948,0.6948,0.05938870928969955,0.07651189483040807,16.838217431565585,13.069863218216504,-0.2533420877214251,0.5036752621936843,4,4
P03_L049,no_exclusions,0.2578,0.7578,0.030700683574456385,0.02898931200783738,32.57256463279603,34.49547197703919,0.057357710013387235,0.35355159623805577,4,4
P03_L049,no_exclusions,0.3151,0.8150999999999999,0.03221128562561275,0.027467069672196517,31.045019799049925,36.40723280402379,0.1593290557411231,0.25813271354284634,4,4
P03_L049,no_exclusions,0.3782,0.8782,0.05863395121050082,0.06198857271137574,17.054965243770045,16.132005565865956,-0.055636155946326385,0.38168493237714596,4,4
P03_L049,no_exclusions,0.4354,0.9354,0.06375388140735097,0.08208809679294685,15.685319511930103,12.182034169001732,-0.25276295468926735,0.47355050999167564,4,4
P03_L049,no_exclusions,0.4985,0.9984999999999999,0.028764950658957518,0.04015822255126347,34.76453034306166,24.901500526410565,-0.33366956022376154,0.3509110508535959,4,4
P03_L100,no_exclusions,-0.4011,0.09889999999999999,0.12548326306616453,0.08384257180098743,7.969190277373663,11.927115050497804,0.40323149244628187,0.24284020149924193,4,4
P03_L100,no_exclusions,-0.3552,0.14479999999999998,0.06954187031279739,0.06582854271733597,14.379826074594025,15.190978847791653,0.05487549753942503,0.29439635202776854,4,4
P03_L100,no_exclusions,-0.3037,0.19629999999999997,0.0616932934638606,0.05084858779713019,16.20921730472683,19.666229551736702,0.19332287894353858,0.078530875337548,4,4
P03_L100,no_exclusions,-0.2578,0.24220000000000003,0.09951642213478386,0.08267751893381849,10.04859277040338,12.095186368624315,0.1853749508206321,0.29880758634438187,4,4
P03_L100,no_exclusions,-0.212,0.28800000000000003,0.14245859806269634,0.1073087112822542,7.019583328764037,9.318907925095655,0.2833415850137713,0.28192039987318546,4,4
P03_L100,no_exclusions,-0.1662,0.3338,0.06912025841185723,0.041873331654251486,14.46753850428972,23.881548481907526,0.5011987148272319,0.4010794788137298,4,4
P03_L100,no_exclusions,-0.1146,0.3854,0.07195714300178414,0.0528269709684827,13.897160980602099,18.929724375009386,0.309048831618114,0.2760551846320773,4,4
P03_L100,no_exclusions,-0.0688,0.4312,0.11229054477239461,0.10417498865030173,8.905469307562207,9.599233107256055,0.07501759368993177,0.13013400082143323,4,4
P03_L100,no_exclusions,-0.0229,0.4771,0.11380424376278407,0.10884130271966383,8.787018541104853,9.187688634852538,0.044588929440464255,0.24960751798777833,4,4
P03_L100,no_exclusions,0.0229,0.5229,0.06544620314220762,0.05195050249543128,15.279725209224235,19.249091961871663,0.23093708892220127,0.30682575706638454,4,4
P03_L100,no_exclusions,0.0745,0.5745,0.056252104933295646,0.05392289667090222,17.777112539802925,18.544997797561166,0.042288274618289406,0.28678615931699686,4,4
P03_L100,no_exclusions,0.1203,0.6203,0.10465920744832068,0.0925130720701816,9.554821065253973,10.809283246386924,0.1233594740719201,0.3360974535957375,4,4
P03_L100,no_exclusions,0.1662,0.6662,0.10846521466858695,0.10722445818229226,9.219545667756043,9.326230385794073,0.01150514214488252,0.17417653363903401,4,4
P03_L100,no_exclusions,0.212,0.712,0.10802461173202157,0.10873029772784537,9.257149680673848,9.197068534687771,-0.0065113956671418735,0.302183254350408,4,4
P03_L100,no_exclusions,0.2636,0.7636000000000001,0.06330200428059012,0.04535139091002548,15.79728811693603,22.050040361142216,0.33347614519566915,0.33045191500823157,4,4
P03_L100,no_exclusions,0.3094,0.8094,0.058567666767048186,0.049643278514255,17.07426734237991,20.143713911095766,0.16531977868157607,0.23223892267371887,4,4
P03_L100,no_exclusions,0.3552,0.8552,0.10632777677792572,0.11513345004461809,9.404880176217565,8.685573129376966,-0.079565334005007,0.14100653227434776,4,4
P03_L100,no_exclusions,0.4011,0.9011,0.11292290386951456,0.11762176317928758,8.855599402186174,8.501828003340911,-0.040768760170131764,0.21135256873129218,4,4
P03_L100,no_exclusions,0.4526,0.9526,0.06443172577317627,0.049069013573687384,15.520304446296741,20.379460012952794,0.2723784005660862,0.3661838914450703,4,4
P03_L100,no_exclusions,0.4985,0.9984999999999999,0.05869774265141621,0.05675343262883478,17.036430275328023,17.620079591307906,0.03368512902778295,0.2165651636532859,4,4
P03_L200,no_exclusions,-0.4011,0.09889999999999999,0.2554741311237597,0.2841224902740306,3.914290639139383,3.519608740003368,-0.10628429248834083,0.3139235465601684,4,4
P03_L200,no_exclusions,-0.3552,0.14479999999999998,0.10775678415748277,0.10788004128537931,9.280158161907792,9.269555221569306,-0.0011431919484717525,0.18773741631153537,4,4
P03_L200,no_exclusions,-0.3037,0.19629999999999997,0.12101973263182061,0.11356730878954968,8.263115264370223,8.805350858961436,0.06355792177045627,0.22817695546377592,4,4
P03_L200,no_exclusions,-0.2578,0.24220000000000003,0.19930657586377695,0.2146786963461272,5.017395917149693,4.658124057115088,-0.07429825327047941,0.3647984045984658,4,4
P03_L200,no_exclusions,-0.212,0.28800000000000003,0.17910479930742843,0.2648561456273242,5.5833233049413025,3.7756344963468873,-0.391215726391571,0.2867110903599861,4,4
P03_L200,no_exclusions,-0.1662,0.3338,0.09961520525862542,0.10581074655039868,10.038628113085302,9.450835880112521,-0.06033727228833759,0.24198746151784434,4,4
P03_L200,no_exclusions,-0.1146,0.3854,0.08521690799508719,0.10796147406391353,11.73476043108312,9.262563415982973,-0.236574577060385,0.43791824139918883,4,4
P03_L200,no_exclusions,-0.0688,0.4312,0.2004248237617508,0.1771728857956189,4.989401917542515,5.644204504032117,0.12331322084031629,0.40568565532043227,4,4
P03_L200,no_exclusions,-0.0229,0.4771,0.18307136264445803,0.2493549059942905,5.462350777068803,4.01034820635491,-0.30900117029844654,0.3420687545297036,4,4
P03_L200,no_exclusions,0.0229,0.5229,0.09347619773691329,0.10201289087241175,10.697910529207425,9.802682694785183,-0.08739235217332417,0.2782899717386983,4,4
P03_L200,no_exclusions,0.0745,0.5745,0.08887921046723474,0.09777840541924782,11.251225058627735,10.227207078211858,-0.09542548701592286,0.42959761544896385,4,4
P03_L200,no_exclusions,0.1203,0.6203,0.19445082208797299,0.18667293814411978,5.142688466226089,5.356962878186208,0.04082119665567649,0.2082769265648265,4,4
P03_L200,no_exclusions,0.1662,0.6662,0.19387473490294296,0.2519813953272352,5.157969657576152,3.968546958402829,-0.2621430025844092,0.2835914622546932,4,4
P03_L200,no_exclusions,0.212,0.712,0.22569768095449377,0.19353127711359364,4.430705693434327,5.167123448542365,0.1537572706305202,0.20631209396728964,4,4
P03_L200,no_exclusions,0.2636,0.7636000000000001,0.0839559409390507,0.14677001549255345,11.911009379621719,6.813380762031303,-0.5585746925716825,0.5643357298244922,4,4
P03_L200,no_exclusions,0.3094,0.8094,0.10008462630412554,0.10259198057060383,9.991544525143313,9.747350567150809,-0.024743676451298442,0.23775276524685576,4,4
P03_L200,no_exclusions,0.3552,0.8552,0.21980839131996527,0.2666586518766049,4.54941685344644,3.750112711372836,-0.19321316477471082,0.5041119365755194,4,4
P03_L200,no_exclusions,0.4011,0.9011,0.19153847509366795,0.24088544824864438,5.2208831646538405,4.151350807076524,-0.2292327992532988,0.2901888212907873,4,4
P03_L200,no_exclusions,0.4526,0.9526,0.09979326223042533,0.10364618767064683,10.020716606006657,9.648208221393226,-0.03788238909368447,0.22325808662310842,4,4
P03_L200,no_exclusions,0.4985,0.9984999999999999,0.12044031329058072,0.11045024819275748,8.302867807951866,9.053850184698568,0.08658912785849936,0.3536087418165511,4,4
P04_L010,no_exclusions,-0.4011,0.09889999999999999,0.04843042226600991,0.038453001268825754,20.648178421971625,26.005772423561393,0.23069142616526117,0.15823324610723477,4,4
P04_L010,no_exclusions,-0.338,0.16199999999999998,0.04966625218016894,0.03544053797437404,20.134396216819564,28.216275969712118,0.3374693663913062,0.25241778572159806,4,4
P04_L010,no_exclusions,-0.2807,0.2193,0.03570078808529095,0.04005718710991009,28.01058614199077,24.96430908281629,-0.1151353470853175,0.30785568156222676,4,4
P04_L010,no_exclusions,-0.2235,0.27649999999999997,0.02095859556430974,0.018830051399253016,47.71312070656555,53.106599594288404,0.10709477937596212,0.37832191971996254,4,4
P04_L010,no_exclusions,-0.1604,0.3396,0.01900256246740838,0.021105558315785613,52.624481656887966,47.38088351124375,-0.10496259630111449,0.14184009470925688,4,4
P04_L010,no_exclusions,-0.1031,0.39690000000000003,0.04468941524218904,0.046659631029315626,22.376663345909034,21.4318025655135,-0.043142680815397356,0.1368473436576707,4,4
P04_L010,no_exclusions,-0.0401,0.4599,0.04046134646698003,0.032472895388333096,24.714946172542398,30.794913359012675,0.21994135682936386,0.2875989327613411,4,4
P04_L010,no_exclusions,0.0172,0.5172,0.01852080468230318,0.014523255230845564,53.99333436929499,68.85508683178176,0.24314350392043527,0.3008349973632896,4,4
P04_L010,no_exclusions,0.0802,0.5802,0.020514855889577584,0.014368619314825595,48.745163279847475,69.59610927740262,0.35610268684171476,0.36648265579053685,4,4
P04_L010,no_exclusions,0.1375,0.6375,0.0320166315651053,0.036848889997382325,31.233766674252294,27.13785951411394,-0.1405699918008588,0.21310369359896056,4,4
P04_L010,no_exclusions,0.1948,0.6948,0.03835790778768307,0.0365189773933022,26.07024359970711,27.383023057578992,0.04912865296193565,0.5198268443964563,4,4
P04_L010,no_exclusions,0.2578,0.7578,0.020059670436353524,0.018617140556981382,49.85126765531156,53.7139415658009,0.07462866181545182,0.1732412875985234,4,4
P04_L010,no_exclusions,0.3151,0.8150999999999999,0.02362068303468964,0.0195348102923185,42.3357782893656,51.19066860829568,0.1899247107013679,0.20261064231419784,4,4
P04_L010,no_exclusions,0.3782,0.8782,0.04555427189353687,0.047529547125168756,21.951838069919358,21.039544041236212,-0.04244715837297803,0.29559923642832403,4,4
P04_L010,no_exclusions,0.4354,0.9354,0.04801403692673632,0.04395038166906304,20.827242698335912,22.75293096496376,0.08843209587176375,0.3016837940847771,4,4
P04_L010,no_exclusions,0.4985,0.9984999999999999,0.018053932964474807,0.019145835323836354,55.38959305807361,52.23068009756728,-0.05872166160073234,0.1555226027095967,4,4
P04_L049,no_exclusions,-0.4011,0.09889999999999999,0.05937863810191185,0.0723945443755975,16.84107335509607,13.8131955746803,-0.19819640885117837,0.2618594446420069,4,4
P04_L049,no_exclusions,-0.338,0.16199999999999998,0.05696585310269408,0.06070818392515798,17.5543759205584,16.472243696711732,-0.06362649481480634,0.5170073414689904,4,4
P04_L049,no_exclusions,-0.2807,0.2193,0.04990717687360901,0.0647663842521038,20.037198307820965,15.440108499920111,-0.2606218896752425,0.19886474737843018,4,4
P04_L049,no_exclusions,-0.2235,0.27649999999999997,0.028682838195459248,0.03266818441036763,34.86405331248945,30.61082267194005,-0.1301026788398295,0.32977976649491303,4,4
P04_L049,no_exclusions,-0.1604,0.3396,0.031088945815458065,0.025988881196574512,32.16577383922678,38.47799343250705,0.17918351571485178,0.4307140279140187,4,4
P04_L049,no_exclusions,-0.1031,0.39690000000000003,0.04219843300934237,0.07543628408184523,23.69756241371827,13.25622029466671,-0.5809052926362318,0.2446877005469615,4,4
P04_L049,no_exclusions,-0.0401,0.4599,0.04654133498705131,0.05415252901273796,21.486276667358577,18.46635823351438,-0.15146383400608368,0.16238561217832634,4,4
P04_L049,no_exclusions,0.0172,0.5172,0.018663074610895322,0.01843043511272656,53.58173938908274,54.258078763939835,0.012543571649529376,0.3345733810057068,4,4
P04_L049,no_exclusions,0.0802,0.5802,0.0313360595443323,0.01742954560882085,31.912117047941603,57.37384223567561,0.5866027068471129,0.3252785846060419,4,4
P04_L049,no_exclusions,0.1375,0.6375,0.05356542271468212,0.04971753700592666,18.66875960872242,20.113627106684575,0.07454603317923755,0.18198690665323866,4,4
P04_L049,no_exclusions,0.1948,0.6948,0.05516750411090223,0.07412119185541895,18.12661305085904,13.491418243120044,-0.29532739507454764,0.3210272839651007,4,4
P04_L049,no_exclusions,0.2578,0.7578,0.023131352739223565,0.03655444539085598,43.23136702266062,27.3564538952121,-0.4576138450016224,0.31345745530054003,4,4
P04_L049,no_exclusions,0.3151,0.8150999999999999,0.0332247847916692,0.023788886827959148,30.09801286209506,42.03643521582091,0.3340775956518967,0.4414048678587335,4,4
P04_L049,no_exclusions,0.3782,0.8782,0.06267202780352289,0.05123924981511011,15.956081764818665,19.516288852947,0.20140938424815355,0.28829922387845636,4,4
P04_L049,no_exclusions,0.4354,0.9354,0.04215044753910684,0.05205303278150723,23.724540506294936,19.211176497582823,-0.2110177578952634,0.31991557547014005,4,4
P04_L049,no_exclusions,0.4985,0.9984999999999999,0.033352993005039695,0.034999265560451534,29.982316724885777,28.57202812649817,-0.048179563668829965,0.3296358563703031,4,4
P04_L100,no_exclusions,-0.4011,0.09889999999999999,0.10513514632807798,0.09129357363337211,9.51156711076869,10.953673519408083,0.1411662326743122,0.35965623820233134,4,4
P04_L100,no_exclusions,-0.3552,0.14479999999999998,0.04895872704061967,0.07649320499425402,20.42536766060785,13.073056620847794,-0.44622427540419585,0.3690921103931661,4,4
P04_L100,no_exclusions,-0.3037,0.19629999999999997,0.050116115141628,0.047309119181141904,19.9536615552503,21.137573840068754,0.057639544440297785,0.22701519722603766,4,4
P04_L100,no_exclusions,-0.2578,0.24220000000000003,0.1232896468813347,0.07419422140067722,8.110981135037981,13.478138608660867,0.5078501713021712,0.3926803689948118,4,4
P04_L100,no_exclusions,-0.212,0.28800000000000003,0.08859003152115194,0.07742815313149076,11.28795173485448,12.915198923856167,0.1346688902243263,0.35053861202585557,4,4
P04_L100,no_exclusions,-0.1662,0.3338,0.04091179200796198,0.04956329429635414,24.442830561061385,20.176221419437805,-0.1918321907749861,0.22737046959161245,4,4
P04_L100,no_exclusions,-0.1146,0.3854,0.05367699387423244,0.03875000085733017,18.629955364919354,25.806451041944538,0.32585371231871485,0.22034072283359285,4,4
P04_L100,no_exclusions,-0.0688,0.4312,0.10319563480533384,0.0736903335507701,9.690332366154633,13.570300903998954,0.3367549225814628,0.28197604595548686,4,4
P04_L100,no_exclusions,-0.0229,0.4771,0.07642784881530541,0.07894428746277787,13.084235857751112,12.667161008597343,-0.03239523864788364,0.3673702032158742,4,4
P04_L100,no_exclusions,0.0229,0.5229,0.02912888800477422,0.041547313561139956,34.33018108470533,24.068944879635257,-0.35510246694044006,0.3586565991418144,4,4
P04_L100,no_exclusions,0.0745,0.5745,0.03750061554064189,0.030000130172272193,26.66622895606164,33.33318869810292,0.22315562653028576,0.3724946008915642,4,4
P04_L100,no_exclusions,0.1203,0.6203,0.07496708511087338,0.08836706661007447,13.339187438340963,11.316433127881977,-0.1644501985514976,0.27602033607249504,4,4
P04_L100,no_exclusions,0.1662,0.6662,0.10346884164222402,0.08877416580668296,9.664745290739928,11.264538403859826,0.1531748383760197,0.2854105818505711,4,4
P04_L100,no_exclusions,0.212,0.712,0.09513857879880294,0.08913005385227904,10.510983163988385,11.219560145866895,0.06523797055216247,0.3143513198309955,4,4
P04_L100,no_exclusions,0.2636,0.7636000000000001,0.04756182363578262,0.042348629574873224,21.025266139031324,23.6135150071853,0.11609435391798367,0.30819482618264155,4,4
P04_L100,no_exclusions,0.3094,0.8094,0.0440559200363926,0.04908629351437868,22.698425073723243,20.372285793122135,-0.10812010442242433,0.44806360961452796,4,4
P04_L100,no_exclusions,0.3552,0.8552,0.11001648992988923,0.10653994225894213,9.089546491051252,9.38615113540732,0.03211030348810138,0.2846833007281854,4,4
P04_L100,no_exclusions,0.4011,0.9011,0.08449712684816085,0.11446834682279533,11.834721928438752,8.736039505733991,-0.3035808058251619,0.3600248678289947,4,4
P04_L100,no_exclusions,0.4526,0.9526,0.05882673422591921,0.0586401839800733,16.999073859167204,17.05315249931366,0.0031762202589013778,0.2711039915001928,4,4
P04_L100,no_exclusions,0.4985,0.9984999999999999,0.05431023081249519,0.045749577525394235,18.412737067026594,21.858125344325412,0.1715300646842899,0.18256521338236087,4,4
P04_L200,no_exclusions,-0.4011,0.09889999999999999,0.263797507017696,0.14727158996011466,3.7907863925829983,6.790175893876262,0.5829033570592816,0.36501447333161635,4,5
P04_L200,no_exclusions,-0.3552,0.14479999999999998,0.11523234864773685,0.09181792349481169,8.67811870308208,10.891119750235982,0.2271429894673538,0.40168260600815875,4,4
P04_L200,no_exclusions,-0.3037,0.19629999999999997,0.0829789791796896,0.08393500590558513,12.051244904260832,11.913980218514036,-0.011455447308575289,0.3408052178038573,4,4
P04_L200,no_exclusions,-0.2578,0.24220000000000003,0.17133045768836017,0.19845615477334722,5.8366738377535885,5.038896380624123,-0.14697400024901147,0.30666447451149925,4,4
P04_L200,no_exclusions,-0.212,0.28800000000000003,0.1924253475147169,0.12781877932549485,5.196820548413036,7.823576514163589,0.4090947991662864,0.3584472325098675,4,5
P04_L200,no_exclusions,-0.1662,0.3338,0.09786783467548568,0.09275891013611101,10.21786170416299,10.78063550480096,0.0536141796650324,0.24453286284506587,4,4
P04_L200,no_exclusions,-0.1146,0.3854,0.08654719193994723,0.09102473169265157,11.554389895097614,10.98602524176108,-0.05044140970667804,0.2541374745130796,4,4
P04_L200,no_exclusions,-0.0688,0.4312,0.14608346932684318,0.11997028506963456,6.845401499622296,8.33539738127294,0.19693407836549864,0.21256109651776967,4,4
P04_L200,no_exclusions,-0.0229,0.4771,0.18399328418169647,0.16425980634011186,5.434980980134488,6.087916589463324,0.11344989860286563,0.32289956913983303,4,5
P04_L200,no_exclusions,0.0229,0.5229,0.07079874698313163,0.052462415942649936,14.12454376118066,19.06126475557597,0.29974427614310767,0.3614387960133818,4,4
P04_L200,no_exclusions,0.0745,0.5745,0.051994015423303085,0.07228852116906263,19.232982716541876,13.833454936244713,-0.3295367259354324,0.4786842091263643,4,4
P04_L200,no_exclusions,0.1203,0.6203,0.1728508249253971,0.1831067370548014,5.785335421058029,5.461295504931167,-0.05764030655530772,0.29104765567181,4,4
P04_L200,no_exclusions,0.1662,0.6662,0.1248145207870805,0.1679237974813296,8.011888309901757,5.955082096753938,-0.2966814884536781,0.4938722647399959,4,5
P04_L200,no_exclusions,0.212,0.712,0.14407865232138456,0.2001995969323305,6.940653482581036,4.995015051593786,-0.3289555064128998,0.1585233697525673,4,4
P04_L200,no_exclusions,0.2636,0.7636000000000001,0.07737922973919915,0.07292956603576674,12.923364620847538,13.711860009006108,0.05922426840369865,0.39990573395527795,4,4
P04_L200,no_exclusions,0.3094,0.8094,0.06784539166001609,0.06980795986500092,14.739394607833603,14.325013965941187,-0.028516577000888464,0.23513140863686433,4,4
P04_L200,no_exclusions,0.3552,0.8552,0.17608662344053636,0.1318356098411797,5.679023087961564,7.585204037093502,0.28942028613218823,0.27300063281045267,4,5
P04_L200,no_exclusions,0.4011,0.9011,0.18138511454410244,0.19573083989138101,5.513131562716286,5.109056909759038,-0.07611797400501359,0.2884450021561159,4,4
P04_L200,no_exclusions,0.4526,0.9526,0.09283927730990141,0.10157744229631716,10.771303148579646,9.844705452248393,-0.08995168872831448,0.2775939938151152,4,4
P04_L200,no_exclusions,0.4985,0.9984999999999999,0.09350696444957483,0.12267005913366745,10.694390582417702,8.1519484629118,-0.2714623854869866,0.2806598135317591,4,4
