condition_id,participant_id,experiment,staircase_id,probe_position_deg,distance_from_flanker_edge_deg,detected_reversals,threshold_last_five,included_for_baseline_candidate
P01_L200,P01,base,P01_L200_BASE_T018_A05,-0.0688,0.4312,10,0.34103435105098184,True
P01_L200,P01,base,P01_L200_BASE_T018_A06,0.0688,0.5688,10,0.14802938574499996,True
P01_L200,P01,base,P01_L200_BASE_T019_A01,-0.4125,0.08750000000000002,10,0.1267061989031166,True
P01_L200,P01,base,P01_L200_BASE_T019_A02,0.1375,0.6375,11,0.1222949274119153,True
P01_L200,P01,base,P01_L200_BASE_T019_A03,-0.1375,0.3625,10,0.09611646444413773,True
P01_L200,P01,base,P01_L200_BASE_T020_A01,0.275,0.775,10,0.11784961489256676,True
P01_L200,P01,base,P01_L200_BASE_T020_A02,-0.275,0.22499999999999998,10,0.11784949220993682,True
P01_L200,P01,base,P01_L200_BASE_T020_A03,0.0,0.5,10,0.1745091040759534,True
P01_L200,P01,base,P01_L200_BASE_T021_A01,-0.275,0.22499999999999998,11,0.057008300161869925,True
P01_L200,P01,base,P01_L200_BASE_T021_A02,0.275,0.775,10,0.1707293500575259,True
P01_L200,P01,base,P01_L200_BASE_T021_A03,0.1375,0.6375,10,0.21075508241295368,True
P01_L200,P01,base,P01_L200_BASE_T021_A04,-0.1375,0.3625,10,0.1056276964803414,True
P01_L200,P01,base,P01_L200_BASE_T021_A05,0.0,0.5,11,0.1721623337476738,True
P01_L200,P01,base,P01_L200_BASE_T021_A06,-0.4125,0.08750000000000002,10,0.11784967228530162,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A01,0.0,0.5,10,0.18889825691040257,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A02,-0.1375,0.3625,10,0.11203879137566977,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A03,0.1375,0.6375,10,0.18889825691040257,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A04,-0.4125,0.08750000000000002,10,0.06589888336436632,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A05,-0.275,0.22499999999999998,10,0.05577355918750871,True
P01_L200,P01,flanker,P01_L200_FLANKER_T000_A06,0.275,0.775,10,0.2093331764020492,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A01,-0.4125,0.08750000000000002,10,0.09611646444413773,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A02,0.1375,0.6375,10,0.21075508241295368,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A03,-0.1375,0.3625,10,0.10562781916297229,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A04,0.0,0.5,10,0.18889825691040257,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A05,0.275,0.775,10,0.21075508241295368,True
P01_L200,P01,flanker,P01_L200_FLANKER_T001_A06,-0.275,0.22499999999999998,11,0.05700836739057739,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A01,0.1031,0.6031,11,0.10961189885725983,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A02,-0.0344,0.4656,10,0.11784967228530162,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A03,-0.4469,0.05309999999999998,10,0.2351408366429558,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A04,-0.1719,0.3281,10,0.1056276964803414,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A05,-0.3094,0.1906,11,0.1364451541692181,True
P01_L200,P01,flanker,P01_L200_FLANKER_T002_A06,0.2406,0.7406,10,0.2759548762555661,True
P01_L200,P01,flanker,P01_L200_FLANKER_T003_A01,-0.1375,0.3625,10,0.09793189575195052,True
P01_L200,P01,flanker,P01_L200_FLANKER_T003_A02,0.0,0.5,9,0.07606073450202731,False
P01_L200,P01,flanker,P01_L200_FLANKER_T003_A03,0.275,0.775,11,0.17600141872445602,True
P01_L200,P01,flanker,P01_L200_FLANKER_T003_A04,-0.4125,0.08750000000000002,10,0.1284022096670339,True
P01_L200,P01,flanker,P01_L200_FLANKER_T004_A01,-0.1375,0.3625,10,0.07645361213742617,True
P01_L200,P01,flanker,P01_L200_FLANKER_T004_A02,0.0,0.5,9,0.10738064565823965,False
P01_L200,P01,flanker,P01_L200_FLANKER_T004_A03,-0.4125,0.08750000000000002,10,0.13358263912137905,True
P01_L200,P01,flanker,P01_L200_FLANKER_T004_A04,0.275,0.775,10,0.19973687192052017,True
P01_L200,P01,flanker,P01_L200_FLANKER_T005_A01,-0.275,0.22499999999999998,10,0.09510918938042255,True
P01_L200,P01,flanker,P01_L200_FLANKER_T005_A02,0.1375,0.6375,11,0.184595909368654,True
P01_L200,P01,flanker,P01_L200_FLANKER_T006_A01,0.1375,0.6375,11,0.13965163485976725,True
P01_L200,P01,flanker,P01_L200_FLANKER_T006_A02,-0.275,0.22499999999999998,10,0.1335827029383386,False
P01_L200,P01,flanker,P01_L200_FLANKER_T007_A01,-0.0344,0.4656,10,0.11928175390147955,True
P01_L200,P01,flanker,P01_L200_FLANKER_T007_A02,0.1031,0.6031,10,0.07195256047607643,True
P01_L200,P01,flanker,P01_L200_FLANKER_T007_A03,-0.3094,0.1906,10,0.2732586622485559,True
P01_L200,P01,flanker,P01_L200_FLANKER_T007_A04,-0.1719,0.3281,10,0.11524822174483476,True
P01_L200,P01,flanker,P01_L200_FLANKER_T008_A01,-0.3094,0.1906,10,0.19812076719182964,True
P01_L200,P01,flanker,P01_L200_FLANKER_T008_A02,-0.1719,0.3281,10,0.13358263912137905,True
P01_L200,P01,flanker,P01_L200_FLANKER_T008_A03,0.1031,0.6031,10,0.09510908428897334,True
P01_L200,P01,flanker,P01_L200_FLANKER_T008_A04,-0.0344,0.4656,10,0.15233862552926314,True
P01_L200,P01,flanker,P01_L200_FLANKER_T009_A01,-0.1031,0.39690000000000003,10,0.17372808404079015,True
P01_L200,P01,flanker,P01_L200_FLANKER_T009_A02,0.1719,0.6718999999999999,10,0.15233868788059937,True
P01_L200,P01,flanker,P01_L200_FLANKER_T009_A03,0.2406,0.7406,10,0.12369227424808915,True
P01_L200,P01,flanker,P01_L200_FLANKER_T009_A04,0.0344,0.5344,10,0.19973677545282442,True
P01_L200,P01,flanker,P01_L200_FLANKER_T010_A01,0.0344,0.5344,10,0.14220995437894296,True
P01_L200,P01,flanker,P01_L200_FLANKER_T010_A02,0.2406,0.7406,10,0.10291017133567563,True
P01_L200,P01,flanker,P01_L200_FLANKER_T010_A03,0.1719,0.6718999999999999,10,0.1360297854291071,True
P01_L200,P01,flanker,P01_L200_FLANKER_T010_A04,-0.1031,0.39690000000000003,10,0.17372808404079015,True
P01_L200,P01,flanker,P01_L200_FLANKER_T011_A01,0.0344,0.5344,10,0.13358263912137905,True
P01_L200,P01,flanker,P01_L200_FLANKER_T011_A02,-0.1031,0.39690000000000003,10,0.15233862552926314,True
P01_L200,P01,flanker,P01_L200_FLANKER_T011_A03,0.1719,0.6718999999999999,11,0.15925974531882273,True
P01_L200,P01,flanker,P01_L200_FLANKER_T012_A01,-0.3781,0.12190000000000001,10,0.10291017133567563,True
P01_L200,P01,flanker,P01_L200_FLANKER_T012_A02,-0.4469,0.05309999999999998,10,0.31992336231621976,True
P01_L200,P01,flanker,P01_L200_FLANKER_T012_A03,-0.2406,0.25939999999999996,10,0.1961435504845895,True
P01_L200,P01,flanker,P01_L200_FLANKER_T013_A01,-0.2406,0.25939999999999996,10,0.26401829955814493,True
P01_L200,P01,flanker,P01_L200_FLANKER_T013_A02,-0.4469,0.05309999999999998,10,0.21788240726059888,True
P01_L200,P01,flanker,P01_L200_FLANKER_T013_A03,-0.3781,0.12190000000000001,10,0.13358263912137905,True
P01_L200,P01,flanker,P01_L200_FLANKER_T014_A01,-0.2406,0.25939999999999996,11,0.15925974531882273,True
P01_L200,P01,flanker,P01_L200_FLANKER_T014_A02,-0.3781,0.12190000000000001,10,0.1360297854291071,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A01,0.3438,0.8438,10,0.15004723160269232,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A02,-0.3438,0.1562,10,0.2668259228950197,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A03,0.2063,0.7063,11,0.08609103042958031,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A04,-0.2063,0.29369999999999996,10,0.15164849094150135,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A05,-0.0688,0.4312,11,0.21919870038664419,True
P01_L200,P01,flanker,P01_L200_FLANKER_T015_A06,0.0688,0.5688,10,0.08352527822889262,True
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A01,-0.0688,0.4312,10,0.16740861491381306,True
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A02,0.0688,0.5688,11,0.05969497352541355,False
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A03,0.2063,0.7063,10,0.09568369295264709,True
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A04,-0.2063,0.29369999999999996,10,0.1815005166281291,True
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A05,-0.3438,0.1562,10,0.33591394805574015,True
P01_L200,P01,flanker,P01_L200_FLANKER_T016_A06,0.3438,0.8438,10,0.15004723160269232,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A01,0.3438,0.8438,10,0.15004723160269232,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A02,-0.3438,0.1562,10,0.1878356251431156,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A03,0.2063,0.7063,11,0.06947329700788324,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A04,-0.2063,0.29369999999999996,10,0.2098060771558537,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A05,-0.0688,0.4312,10,0.23540631733635034,True
P01_L200,P01,flanker,P01_L200_FLANKER_T017_A06,0.0688,0.5688,11,0.09568369177616763,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A01,0.3438,0.8438,10,0.126135677314101,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A02,-0.3438,0.1562,10,0.2724256201049644,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A03,0.2063,0.7063,10,0.11891810044944214,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A04,-0.2063,0.29369999999999996,10,0.2534999457670574,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A05,0.0688,0.5688,10,0.06604772976398361,True
P01_L200,P01,flanker,P01_L200_FLANKER_T018_A06,-0.0688,0.4312,10,0.1878356825358501,True
P01_L200,P01,flanker,P01_L200_FLANKER_T019_A01,-0.3438,0.1562,10,0.2144509105108934,True
P01_L200,P01,flanker,P01_L200_FLANKER_T019_A02,-0.2063,0.29369999999999996,11,0.16158012452737172,True
P01_L200,P01,flanker,P01_L200_FLANKER_T019_A03,0.0688,0.5688,10,0.09158363196347867,True
P01_L200,P01,flanker,P01_L200_FLANKER_T019_A04,-0.0688,0.4312,10,0.1878356251431156,True
P01_L200,P01,flanker,P01_L200_FLANKER_T020_A01,-0.3438,0.1562,10,0.299383578160618,True
P01_L200,P01,flanker,P01_L200_FLANKER_T020_A02,-0.0688,0.4312,10,0.2372727947655419,True
P01_L200,P01,flanker,P01_L200_FLANKER_T020_A03,0.0688,0.5688,10,0.09361122174894143,True
P01_L200,P01,flanker,P01_L200_FLANKER_T020_A04,-0.2063,0.29369999999999996,10,0.18677893565769924,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A01,-0.4469,0.05309999999999998,10,0.2419792115451857,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A02,0.1719,0.6718999999999999,10,0.09611646444413773,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A03,-0.1719,0.3281,10,0.11784967228530162,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A04,-0.1031,0.39690000000000003,10,0.21075508241295368,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A05,0.1031,0.6031,10,0.08258822736559172,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A06,-0.3781,0.12190000000000001,10,0.1004195682966485,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A07,-0.2406,0.25939999999999996,10,0.2351408366429558,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A08,0.2406,0.7406,10,0.2623482476053907,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A09,-0.0344,0.4656,10,0.08687164519811978,True
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A10,0.0344,0.5344,10,0.2351408366429558,False
P01_L200,P01,flanker,P01_L200_FLANKER_T021_A11,-0.3094,0.1906,11,0.10961207695180449,True
P02_L010,P02,base,P02_L010_BASE_T000_A01,0.2521,0.7521,10,0.062261582723019744,True
P02_L010,P02,base,P02_L010_BASE_T000_A02,0.0057,0.5057,10,0.029465892491397225,True
P02_L010,P02,base,P02_L010_BASE_T000_A03,-0.2349,0.2651,11,0.028440022572441454,True
P02_L010,P02,base,P02_L010_BASE_T000_A04,0.4927,0.9927,10,0.031204690236037544,True
P02_L010,P02,base,P02_L010_BASE_T001_A01,-0.3209,0.17909999999999998,10,0.0223521895031827,True
P02_L010,P02,base,P02_L010_BASE_T001_A02,0.1662,0.6662,11,0.022847043282300555,True
P02_L010,P02,base,P02_L010_BASE_T001_A03,-0.0745,0.4255,11,0.020202243770223585,True
P02_L010,P02,base,P02_L010_BASE_T001_A04,0.4125,0.9125,10,0.031204690236037544,True
P02_L010,P02,base,P02_L010_BASE_T002_A01,-0.0745,0.4255,10,0.03534594750283134,True
P02_L010,P02,base,P02_L010_BASE_T002_A02,0.1662,0.6662,10,0.03717915626317294,True
P02_L010,P02,base,P02_L010_BASE_T002_A03,-0.3209,0.17909999999999998,10,0.027178148733171568,True
P02_L010,P02,base,P02_L010_BASE_T002_A04,0.4125,0.9125,10,0.030322821366282296,True
P02_L010,P02,base,P02_L010_BASE_T003_A01,0.1662,0.6662,11,0.03458034721996029,True
P02_L010,P02,base,P02_L010_BASE_T003_A02,-0.0745,0.4255,10,0.027592405831110375,True
P02_L010,P02,base,P02_L010_BASE_T003_A03,-0.3209,0.17909999999999998,10,0.0340611750437395,True
P02_L010,P02,base,P02_L010_BASE_T003_A04,0.4125,0.9125,10,0.02456402617279441,True
P02_L010,P02,base,P02_L010_BASE_T004_A01,-0.0745,0.4255,10,0.03481527569430244,True
P02_L010,P02,base,P02_L010_BASE_T004_A02,0.1662,0.6662,11,0.022847043282300555,True
P02_L010,P02,base,P02_L010_BASE_T004_A03,-0.3209,0.17909999999999998,10,0.03910749896256196,True
P02_L010,P02,base,P02_L010_BASE_T004_A04,0.4125,0.9125,10,0.03481529444778521,True
P02_L010,P02,base,P02_L010_BASE_T005_A01,-0.4011,0.09889999999999999,10,0.02381332552394656,True
P02_L010,P02,base,P02_L010_BASE_T005_A02,0.3323,0.8323,10,0.03791228387392767,True
P02_L010,P02,base,P02_L010_BASE_T005_A03,0.0859,0.5859,11,0.02895477205679229,True
P02_L010,P02,base,P02_L010_BASE_T005_A04,-0.1547,0.3453,10,0.03473282901674082,True
P02_L010,P02,base,P02_L010_BASE_T006_A01,0.3323,0.8323,10,0.03875165110983328,True
P02_L010,P02,base,P02_L010_BASE_T006_A02,-0.4011,0.09889999999999999,11,0.036345448915053966,True
P02_L010,P02,base,P02_L010_BASE_T006_A03,-0.1547,0.3453,10,0.039014871384531795,True
P02_L010,P02,base,P02_L010_BASE_T006_A04,0.0859,0.5859,10,0.03987860329320338,True
P02_L010,P02,base,P02_L010_BASE_T007_A01,0.3323,0.8323,11,0.03257618376638542,True
P02_L010,P02,base,P02_L010_BASE_T007_A02,-0.4011,0.09889999999999999,10,0.03230499715642691,True
P02_L010,P02,base,P02_L010_BASE_T007_A03,0.0859,0.5859,10,0.022450715416114365,True
P02_L010,P02,base,P02_L010_BASE_T007_A04,-0.1547,0.3453,10,0.03302023859096077,True
P02_L010,P02,base,P02_L010_BASE_T008_A01,0.0859,0.5859,10,0.04076148268932435,True
P02_L010,P02,base,P02_L010_BASE_T008_A02,0.3323,0.8323,10,0.03302023859096077,True
P02_L010,P02,base,P02_L010_BASE_T008_A03,-0.1547,0.3453,10,0.03574291233838923,True
P02_L010,P02,base,P02_L010_BASE_T008_A04,-0.4011,0.09889999999999999,10,0.03473282901674082,True
P02_L010,P02,base,P02_L010_BASE_T009_A01,0.2521,0.7521,10,0.05492373816601149,True
P02_L010,P02,base,P02_L010_BASE_T009_A02,0.0057,0.5057,10,0.04856576659287705,True
P02_L010,P02,base,P02_L010_BASE_T009_A03,-0.2349,0.2651,11,0.02279293386108839,True
P02_L010,P02,base,P02_L010_BASE_T009_A04,0.4927,0.9927,10,0.017407648613269672,True
P02_L010,P02,base,P02_L010_BASE_T010_A01,0.0057,0.5057,10,0.039609576722744455,True
P02_L010,P02,base,P02_L010_BASE_T010_A02,-0.2349,0.2651,11,0.03118028926482684,True
P02_L010,P02,base,P02_L010_BASE_T010_A03,0.2521,0.7521,10,0.03574291233838923,True
P02_L010,P02,base,P02_L010_BASE_T010_A04,0.4927,0.9927,10,0.021816229141626245,True
P02_L010,P02,base,P02_L010_BASE_T011_A01,0.2521,0.7521,10,0.03481527569430244,True
P02_L010,P02,base,P02_L010_BASE_T011_A02,-0.2349,0.2651,11,0.032381729061242794,True
P02_L010,P02,base,P02_L010_BASE_T011_A03,0.0057,0.5057,10,0.01960016379341549,True
P02_L010,P02,base,P02_L010_BASE_T011_A04,0.4927,0.9927,10,0.01960016379341549,True
P02_L010,P02,flanker,P02_L010_FLANKER_T000_A01,-0.3209,0.17909999999999998,10,0.024070218306049624,True
P02_L010,P02,flanker,P02_L010_FLANKER_T000_A02,-0.0745,0.4255,10,0.03534598032694857,True
P02_L010,P02,flanker,P02_L010_FLANKER_T000_A03,0.4125,0.9125,11,0.02549058058854335,True
P02_L010,P02,flanker,P02_L010_FLANKER_T000_A04,0.1662,0.6662,10,0.04363247138765224,True
P02_L010,P02,flanker,P02_L010_FLANKER_T001_A01,0.4927,0.9927,10,0.018383152952015522,True
P02_L010,P02,flanker,P02_L010_FLANKER_T001_A02,0.0057,0.5057,10,0.024730901713143315,True
P02_L010,P02,flanker,P02_L010_FLANKER_T001_A03,0.2521,0.7521,11,0.03011826831502666,True
P02_L010,P02,flanker,P02_L010_FLANKER_T001_A04,-0.2349,0.2651,10,0.03481527569430244,True
P02_L010,P02,flanker,P02_L010_FLANKER_T002_A01,0.2521,0.7521,10,0.03910750164258877,True
P02_L010,P02,flanker,P02_L010_FLANKER_T002_A02,-0.2349,0.2651,10,0.03884367365059965,True
P02_L010,P02,flanker,P02_L010_FLANKER_T002_A03,0.4927,0.9927,10,0.013828983776535266,True
P02_L010,P02,flanker,P02_L010_FLANKER_T002_A04,0.0057,0.5057,11,0.020202243770223585,True
P02_L010,P02,flanker,P02_L010_FLANKER_T003_A01,0.0057,0.5057,10,0.031204690236037544,True
P02_L010,P02,flanker,P02_L010_FLANKER_T003_A02,0.4927,0.9927,10,0.017448984373796286,True
P02_L010,P02,flanker,P02_L010_FLANKER_T003_A03,-0.2349,0.2651,10,0.022504018808127406,True
P02_L010,P02,flanker,P02_L010_FLANKER_T003_A04,0.2521,0.7521,10,0.05009681713973474,True
P02_L010,P02,flanker,P02_L010_FLANKER_T004_A01,0.4927,0.9927,10,0.020034093163932797,True
P02_L010,P02,flanker,P02_L010_FLANKER_T004_A02,0.2521,0.7521,10,0.05009681713973474,True
P02_L010,P02,flanker,P02_L010_FLANKER_T004_A03,-0.2349,0.2651,11,0.02549061388040049,True
P02_L010,P02,flanker,P02_L010_FLANKER_T004_A04,0.0057,0.5057,10,0.025107874743729747,True
P02_L010,P02,flanker,P02_L010_FLANKER_T005_A01,0.3323,0.8323,10,0.02882770435808089,True
P02_L010,P02,flanker,P02_L010_FLANKER_T005_A02,-0.1547,0.3453,10,0.0340611750437395,True
P02_L010,P02,flanker,P02_L010_FLANKER_T005_A03,0.0859,0.5859,11,0.023389947698072688,True
P02_L010,P02,flanker,P02_L010_FLANKER_T005_A04,-0.4011,0.09889999999999999,10,0.04239938700223096,True
P02_L010,P02,flanker,P02_L010_FLANKER_T006_A01,-0.4011,0.09889999999999999,10,0.06226153836883157,True
P02_L010,P02,flanker,P02_L010_FLANKER_T006_A02,0.3323,0.8323,10,0.03481529444778521,True
P02_L010,P02,flanker,P02_L010_FLANKER_T006_A03,-0.1547,0.3453,10,0.03884362929641157,True
P02_L010,P02,flanker,P02_L010_FLANKER_T006_A04,0.0859,0.5859,10,0.03743172745929595,True
P02_L010,P02,flanker,P02_L010_FLANKER_T007_A01,0.0859,0.5859,10,0.03481529444778521,True
P02_L010,P02,flanker,P02_L010_FLANKER_T007_A02,-0.4011,0.09889999999999999,10,0.031204690236037544,True
P02_L010,P02,flanker,P02_L010_FLANKER_T007_A03,0.3323,0.8323,10,0.0442975647475016,True
P02_L010,P02,flanker,P02_L010_FLANKER_T007_A04,-0.1547,0.3453,10,0.031204690236037544,True
P02_L010,P02,flanker,P02_L010_FLANKER_T008_A01,0.0859,0.5859,10,0.03884364804989433,True
P02_L010,P02,flanker,P02_L010_FLANKER_T008_A02,-0.4011,0.09889999999999999,10,0.031680343197795,True
P02_L010,P02,flanker,P02_L010_FLANKER_T008_A03,-0.1547,0.3453,10,0.03481527569430244,True
P02_L010,P02,flanker,P02_L010_FLANKER_T008_A04,0.3323,0.8323,10,0.03481527569430244,True
P02_L010,P02,flanker,P02_L010_FLANKER_T009_A01,0.4125,0.9125,10,0.03481529444778521,True
P02_L010,P02,flanker,P02_L010_FLANKER_T009_A02,-0.0745,0.4255,10,0.024398323382603334,True
P02_L010,P02,flanker,P02_L010_FLANKER_T009_A03,0.1662,0.6662,10,0.04363251698450805,True
P02_L010,P02,flanker,P02_L010_FLANKER_T009_A04,-0.3209,0.17909999999999998,10,0.025107874743729747,True
P02_L010,P02,flanker,P02_L010_FLANKER_T010_A01,0.1662,0.6662,10,0.031204690236037544,True
P02_L010,P02,flanker,P02_L010_FLANKER_T010_A02,-0.3209,0.17909999999999998,10,0.022503999148722344,True
P02_L010,P02,flanker,P02_L010_FLANKER_T010_A03,0.4125,0.9125,10,0.03997331200310257,True
P02_L010,P02,flanker,P02_L010_FLANKER_T010_A04,-0.0745,0.4255,11,0.029023504382507774,True
P02_L010,P02,flanker,P02_L010_FLANKER_T011_A01,0.1662,0.6662,10,0.035345993967177046,True
P02_L010,P02,flanker,P02_L010_FLANKER_T011_A02,-0.3209,0.17909999999999998,10,0.024398320702576394,True
P02_L010,P02,flanker,P02_L010_FLANKER_T011_A03,-0.0745,0.4255,10,0.031204690236037544,True
P02_L010,P02,flanker,P02_L010_FLANKER_T011_A04,0.4125,0.9125,11,0.026231919691456863,True
P02_L026,P02,base,P02_L026_BASE_T000_A01,0.3782,0.8782,10,0.06301966175841107,True
P02_L026,P02,base,P02_L026_BASE_T000_A02,0.1375,0.6375,10,0.06301965143830347,True
P02_L026,P02,base,P02_L026_BASE_T000_A03,-0.338,0.16199999999999998,10,0.036728923381380674,True
P02_L026,P02,base,P02_L026_BASE_T000_A04,-0.1031,0.39690000000000003,10,0.047676031996943674,True
P02_L026,P02,base,P02_L026_BASE_T001_A01,0.1948,0.6948,10,0.041467859859081774,True
P02_L026,P02,base,P02_L026_BASE_T001_A02,-0.0401,0.4599,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T001_A03,0.4354,0.9354,10,0.051586504448607275,True
P02_L026,P02,base,P02_L026_BASE_T001_A04,-0.2807,0.2193,10,0.06301972932359005,True
P02_L026,P02,base,P02_L026_BASE_T002_A01,-0.0401,0.4599,10,0.047290279437160423,True
P02_L026,P02,base,P02_L026_BASE_T002_A02,0.4354,0.9354,10,0.047676029287241524,True
P02_L026,P02,base,P02_L026_BASE_T002_A03,-0.2807,0.2193,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T002_A04,0.1948,0.6948,11,0.05536608779793442,True
P02_L026,P02,base,P02_L026_BASE_T003_A01,-0.2807,0.2193,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T003_A02,0.4354,0.9354,11,0.0433518738897033,True
P02_L026,P02,base,P02_L026_BASE_T003_A03,-0.0401,0.4599,10,0.04146790221557069,True
P02_L026,P02,base,P02_L026_BASE_T003_A04,0.1948,0.6948,10,0.05024862348723869,True
P02_L026,P02,base,P02_L026_BASE_T004_A01,0.1948,0.6948,10,0.059309450783077276,True
P02_L026,P02,base,P02_L026_BASE_T004_A02,-0.2807,0.2193,10,0.029524591812598817,True
P02_L026,P02,base,P02_L026_BASE_T004_A03,-0.0401,0.4599,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T004_A04,0.4354,0.9354,11,0.03801439472860658,True
P02_L026,P02,base,P02_L026_BASE_T005_A01,0.0172,0.5172,10,0.02064298678137891,True
P02_L026,P02,base,P02_L026_BASE_T005_A02,0.4985,0.9984999999999999,10,0.02706576143911893,True
P02_L026,P02,base,P02_L026_BASE_T005_A03,-0.2235,0.27649999999999997,10,0.02064298678137891,True
P02_L026,P02,base,P02_L026_BASE_T005_A04,0.2578,0.7578,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T006_A01,-0.2235,0.27649999999999997,10,0.023733395723159783,True
P02_L026,P02,base,P02_L026_BASE_T006_A02,0.2578,0.7578,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T006_A03,0.4985,0.9984999999999999,10,0.018101408924231996,True
P02_L026,P02,base,P02_L026_BASE_T006_A04,0.0172,0.5172,10,0.025889511749660667,True
P02_L026,P02,base,P02_L026_BASE_T007_A01,0.2578,0.7578,10,0.02251833639054247,True
P02_L026,P02,base,P02_L026_BASE_T007_A02,-0.2235,0.27649999999999997,10,0.02081133288699516,True
P02_L026,P02,base,P02_L026_BASE_T007_A03,0.4985,0.9984999999999999,11,0.019783567453586545,True
P02_L026,P02,base,P02_L026_BASE_T007_A04,0.0172,0.5172,10,0.02064298678137891,True
P02_L026,P02,base,P02_L026_BASE_T008_A01,-0.2235,0.27649999999999997,11,0.018923777598581323,True
P02_L026,P02,base,P02_L026_BASE_T008_A02,0.2578,0.7578,10,0.027509075231624967,True
P02_L026,P02,base,P02_L026_BASE_T008_A03,0.0172,0.5172,11,0.013720319734449435,True
P02_L026,P02,base,P02_L026_BASE_T008_A04,0.4985,0.9984999999999999,10,0.036362360435403605,True
P02_L026,P02,base,P02_L026_BASE_T009_A01,-0.4011,0.09889999999999999,11,0.03801439472860658,True
P02_L026,P02,base,P02_L026_BASE_T009_A02,0.3151,0.8150999999999999,10,0.02081133288699516,True
P02_L026,P02,base,P02_L026_BASE_T009_A03,0.0802,0.5802,11,0.01659389971840022,True
P02_L026,P02,base,P02_L026_BASE_T009_A04,-0.1604,0.3396,10,0.02081133288699516,True
P02_L026,P02,base,P02_L026_BASE_T010_A01,0.3151,0.8150999999999999,10,0.023733395723159783,True
P02_L026,P02,base,P02_L026_BASE_T010_A02,-0.4011,0.09889999999999999,10,0.047676029287241524,True
P02_L026,P02,base,P02_L026_BASE_T010_A03,0.0802,0.5802,10,0.018583446517367472,True
P02_L026,P02,base,P02_L026_BASE_T010_A04,-0.1604,0.3396,10,0.01616353449557633,True
P02_L026,P02,base,P02_L026_BASE_T011_A01,0.0802,0.5802,10,0.02373343111172728,True
P02_L026,P02,base,P02_L026_BASE_T011_A02,-0.4011,0.09889999999999999,11,0.04335189758728954,True
P02_L026,P02,base,P02_L026_BASE_T011_A03,0.3151,0.8150999999999999,10,0.02081133288699516,True
P02_L026,P02,base,P02_L026_BASE_T011_A04,-0.1604,0.3396,10,0.02064300823313801,True
P02_L026,P02,base,P02_L026_BASE_T012_A01,0.0802,0.5802,10,0.01958612176320745,True
