condition_id,experiment,staircase_id,source_id,source_staircase_id,probe_position_deg,trials_recorded,trials_used,distinct_signed_positions,detected_reversals,final_five_geometric_threshold
P03_L010,base,P03_L010_BASE_T005_A01,P03_L010_BASE_T005,1.0,-0.0401,52,52,1,10,0.05885337949077298
P03_L010,base,P03_L010_BASE_T005_A02,P03_L010_BASE_T005,2.0,0.4354,59,59,1,10,0.04608249426299101
P03_L010,base,P03_L010_BASE_T005_A03,P03_L010_BASE_T005,3.0,0.1948,46,46,1,10,0.045253462847699266
P03_L010,base,P03_L010_BASE_T005_A04,P03_L010_BASE_T005,4.0,-0.2807,46,46,1,10,0.05160740048771393
P03_L010,base,P03_L010_BASE_T006_A01,P03_L010_BASE_T006,1.0,0.0172,49,49,1,10,0.015218090238422754
P03_L010,base,P03_L010_BASE_T006_A02,P03_L010_BASE_T006,2.0,0.4985,43,43,1,10,0.019753862113211906
P03_L010,base,P03_L010_BASE_T006_A03,P03_L010_BASE_T006,3.0,-0.2235,38,38,1,10,0.019753862113211906
P03_L010,base,P03_L010_BASE_T006_A04,P03_L010_BASE_T006,4.0,0.2578,63,63,1,11,0.014972819352634285
P03_L010,base,P03_L010_BASE_T007_A01,P03_L010_BASE_T007,1.0,-0.2235,49,49,1,10,0.02589999677521126
P03_L010,base,P03_L010_BASE_T007_A02,P03_L010_BASE_T007,2.0,0.0172,65,65,1,11,0.00813071578933677
P03_L010,base,P03_L010_BASE_T007_A03,P03_L010_BASE_T007,3.0,0.4985,63,63,1,10,0.017354800924219645
P03_L010,base,P03_L010_BASE_T007_A04,P03_L010_BASE_T007,4.0,0.2578,46,46,1,10,0.022527451518823485
P03_L010,base,P03_L010_BASE_T008_A01,P03_L010_BASE_T008,1.0,0.4985,46,46,1,10,0.01859086945473481
P03_L010,base,P03_L010_BASE_T008_A02,P03_L010_BASE_T008,2.0,-0.2235,38,38,1,10,0.019753862113211906
P03_L010,base,P03_L010_BASE_T008_A03,P03_L010_BASE_T008,3.0,0.0172,50,50,1,10,0.017042611550770654
P03_L010,base,P03_L010_BASE_T008_A04,P03_L010_BASE_T008,4.0,0.2578,39,39,1,10,0.019753862113211906
P03_L010,base,P03_L010_BASE_T009_A01,P03_L010_BASE_T009,1.0,0.0172,54,54,1,10,0.020115746617136814
P03_L010,base,P03_L010_BASE_T009_A02,P03_L010_BASE_T009,2.0,0.4985,56,56,1,10,0.005159352482547995
P03_L010,base,P03_L010_BASE_T009_A03,P03_L010_BASE_T009,3.0,0.2578,55,55,1,10,0.010923438468546456
P03_L010,base,P03_L010_BASE_T009_A04,P03_L010_BASE_T009,4.0,-0.2235,57,57,1,10,0.020115746617136814
P03_L010,base,P03_L010_BASE_T010_A01,P03_L010_BASE_T010,1.0,-0.4011,53,53,1,10,0.03885535444226134
P03_L010,base,P03_L010_BASE_T010_A02,P03_L010_BASE_T010,2.0,-0.1604,49,49,1,10,0.017099306409766778
P03_L010,base,P03_L010_BASE_T010_A03,P03_L010_BASE_T010,3.0,0.0802,45,45,1,10,0.018652749227224832
P03_L010,base,P03_L010_BASE_T010_A04,P03_L010_BASE_T010,4.0,0.3151,41,41,1,10,0.03174552522738112
P03_L010,base,P03_L010_BASE_T011_A01,P03_L010_BASE_T011,1.0,0.0802,44,44,1,11,0.01914934776262796
P03_L010,base,P03_L010_BASE_T011_A02,P03_L010_BASE_T011,2.0,-0.1604,62,62,1,11,0.014138203450035991
P03_L010,base,P03_L010_BASE_T011_A03,P03_L010_BASE_T011,3.0,-0.4011,34,34,1,10,0.055018151040273376
P03_L010,base,P03_L010_BASE_T011_A04,P03_L010_BASE_T011,4.0,0.3151,47,47,1,10,0.015803085294322946
P03_L010,base,P03_L010_BASE_T012_A01,P03_L010_BASE_T012,1.0,0.3151,43,43,1,10,0.022711196440692527
P03_L010,base,P03_L010_BASE_T012_A02,P03_L010_BASE_T012,2.0,-0.4011,49,49,1,11,0.021201186905698045
P03_L010,base,P03_L010_BASE_T012_A03,P03_L010_BASE_T012,3.0,-0.1604,41,41,1,10,0.022711196440692527
P03_L010,base,P03_L010_BASE_T012_A04,P03_L010_BASE_T012,4.0,0.0802,48,48,1,10,0.017042611550770654
P03_L010,base,P03_L010_BASE_T013_A01,P03_L010_BASE_T013,1.0,-0.1604,48,48,1,10,0.02589999677521126
P03_L010,base,P03_L010_BASE_T013_A02,P03_L010_BASE_T013,2.0,0.3151,38,38,1,10,0.019753862113211906
P03_L010,base,P03_L010_BASE_T013_A03,P03_L010_BASE_T013,3.0,-0.4011,50,50,1,11,0.025024163494164912
P03_L010,base,P03_L010_BASE_T013_A04,P03_L010_BASE_T013,4.0,0.0802,52,52,1,10,0.0256904478020088
P03_L010,base,P03_L010_BASE_T014_A01,P03_L010_BASE_T014,1.0,0.1375,44,44,1,10,0.05202831899107683
P03_L010,base,P03_L010_BASE_T014_A02,P03_L010_BASE_T014,2.0,0.3782,38,38,1,10,0.03968184288767213
P03_L010,base,P03_L010_BASE_T014_A03,P03_L010_BASE_T014,3.0,-0.338,43,43,1,10,0.045253462847699266
P03_L010,base,P03_L010_BASE_T014_A04,P03_L010_BASE_T014,4.0,-0.1031,50,50,1,10,0.04040878175998518
P03_L010,base,P03_L010_BASE_T015_A01,P03_L010_BASE_T015,1.0,0.1375,43,43,1,10,0.03423542814333278
P03_L010,base,P03_L010_BASE_T015_A02,P03_L010_BASE_T015,2.0,-0.338,40,40,1,10,0.04525344404430589
P03_L010,base,P03_L010_BASE_T015_A03,P03_L010_BASE_T015,3.0,-0.1031,58,58,1,11,0.022754505611728846
P03_L010,base,P03_L010_BASE_T015_A04,P03_L010_BASE_T015,4.0,0.3782,36,36,1,10,0.03968184288767213
P03_L010,base,P03_L010_BASE_T016_A01,P03_L010_BASE_T016,1.0,-0.338,37,37,1,10,0.03968184288767213
P03_L010,base,P03_L010_BASE_T016_A02,P03_L010_BASE_T016,2.0,-0.1031,33,33,1,10,0.03968184288767213
P03_L010,base,P03_L010_BASE_T016_A03,P03_L010_BASE_T016,3.0,0.1375,39,39,1,10,0.03968184288767213
P03_L010,base,P03_L010_BASE_T016_A04,P03_L010_BASE_T016,4.0,0.3782,38,38,1,10,0.03968184288767213
P03_L010,flanker,P03_L010_FLANKER_T000_A01,P03_L010_FLANKER_T000,1.0,-0.338,49,49,1,10,0.04040878175998518
P03_L010,flanker,P03_L010_FLANKER_T000_A02,P03_L010_FLANKER_T000,2.0,-0.1031,54,54,1,10,0.03221986149836073
P03_L010,flanker,P03_L010_FLANKER_T000_A03,P03_L010_FLANKER_T000,3.0,0.1375,52,52,1,10,0.03221986445309841
P03_L010,flanker,P03_L010_FLANKER_T000_A04,P03_L010_FLANKER_T000,4.0,0.3782,63,63,1,10,0.02294011819931886
P03_L010,flanker,P03_L010_FLANKER_T001_A01,P03_L010_FLANKER_T001,1.0,-0.2807,34,34,1,10,0.03968184288767213
P03_L010,flanker,P03_L010_FLANKER_T001_A02,P03_L010_FLANKER_T001,2.0,0.1948,51,51,1,10,0.056295777967240855
P03_L010,flanker,P03_L010_FLANKER_T001_A03,P03_L010_FLANKER_T001,3.0,0.4354,51,51,1,10,0.042589221892156866
P03_L010,flanker,P03_L010_FLANKER_T001_A04,P03_L010_FLANKER_T001,4.0,-0.0401,35,35,1,11,0.036377079376536815
P03_L010,flanker,P03_L010_FLANKER_T002_A01,P03_L010_FLANKER_T002,1.0,-0.0401,54,54,1,10,0.03368368986579897
P03_L010,flanker,P03_L010_FLANKER_T002_A02,P03_L010_FLANKER_T002,2.0,-0.2807,49,49,1,10,0.042589221892156866
P03_L010,flanker,P03_L010_FLANKER_T002_A03,P03_L010_FLANKER_T002,3.0,0.4354,62,62,1,10,0.04114906565553137
P03_L010,flanker,P03_L010_FLANKER_T002_A04,P03_L010_FLANKER_T002,4.0,0.1948,36,36,1,10,0.03968184288767213
P03_L010,flanker,P03_L010_FLANKER_T003_A01,P03_L010_FLANKER_T003,1.0,0.1948,53,53,1,10,0.04608248358578634
P03_L010,flanker,P03_L010_FLANKER_T003_A02,P03_L010_FLANKER_T003,2.0,0.4354,38,38,1,10,0.037345643371548304
P03_L010,flanker,P03_L010_FLANKER_T003_A03,P03_L010_FLANKER_T003,3.0,-0.2807,47,47,1,10,0.045253462847699266
P03_L010,flanker,P03_L010_FLANKER_T003_A04,P03_L010_FLANKER_T003,4.0,-0.0401,41,41,1,10,0.04525344404430589
P03_L010,flanker,P03_L010_FLANKER_T004_A01,P03_L010_FLANKER_T004,1.0,0.4354,63,63,1,11,0.029060521725950875
P03_L010,flanker,P03_L010_FLANKER_T004_A02,P03_L010_FLANKER_T004,2.0,0.1948,48,48,1,10,0.02589999677521126
P03_L010,flanker,P03_L010_FLANKER_T004_A03,P03_L010_FLANKER_T004,3.0,-0.0401,47,47,1,10,0.05160740048771393
P03_L010,flanker,P03_L010_FLANKER_T004_A04,P03_L010_FLANKER_T004,4.0,-0.2807,71,71,1,11,0.022570423597776678
P03_L010,flanker,P03_L010_FLANKER_T005_A01,P03_L010_FLANKER_T005,1.0,-0.2235,66,66,1,11,0.01633305917455717
P03_L010,flanker,P03_L010_FLANKER_T005_A02,P03_L010_FLANKER_T005,2.0,0.4985,62,62,1,10,0.02120118565702828
P03_L010,flanker,P03_L010_FLANKER_T005_A03,P03_L010_FLANKER_T005,3.0,0.2578,47,47,1,10,0.02457400611866004
P03_L010,flanker,P03_L010_FLANKER_T005_A04,P03_L010_FLANKER_T005,4.0,0.0172,49,49,1,10,0.014823388069864215
P03_L010,flanker,P03_L010_FLANKER_T006_A01,P03_L010_FLANKER_T006,1.0,-0.2235,50,50,1,10,0.0295365241534624
P03_L010,flanker,P03_L010_FLANKER_T006_A02,P03_L010_FLANKER_T006,2.0,0.4985,47,47,1,10,0.016170059643371478
P03_L010,flanker,P03_L010_FLANKER_T006_A03,P03_L010_FLANKER_T006,3.0,0.0172,61,61,1,11,0.026374465931904987
P03_L010,flanker,P03_L010_FLANKER_T006_A04,P03_L010_FLANKER_T006,4.0,0.2578,44,44,1,10,0.019753862113211906
P03_L010,flanker,P03_L010_FLANKER_T007_A01,P03_L010_FLANKER_T007,1.0,0.4985,43,43,1,10,0.019753862113211906
P03_L010,flanker,P03_L010_FLANKER_T007_A02,P03_L010_FLANKER_T007,2.0,0.0172,51,51,1,10,0.011305755415495186
P03_L010,flanker,P03_L010_FLANKER_T007_A03,P03_L010_FLANKER_T007,3.0,-0.2235,38,38,1,10,0.022711196440692527
P03_L010,flanker,P03_L010_FLANKER_T007_A04,P03_L010_FLANKER_T007,4.0,0.2578,50,50,1,11,0.013588896432927844
P03_L010,flanker,P03_L010_FLANKER_T008_A01,P03_L010_FLANKER_T008,1.0,0.2578,56,56,1,10,0.015218090238422754
P03_L010,flanker,P03_L010_FLANKER_T008_A02,P03_L010_FLANKER_T008,2.0,-0.2235,40,40,1,10,0.022711196440692527
P03_L010,flanker,P03_L010_FLANKER_T008_A03,P03_L010_FLANKER_T008,3.0,0.4985,49,49,1,10,0.017639083045792012
P03_L010,flanker,P03_L010_FLANKER_T008_A04,P03_L010_FLANKER_T008,4.0,0.0172,40,40,1,10,0.014944315113818404
P03_L010,flanker,P03_L010_FLANKER_T009_A01,P03_L010_FLANKER_T009,1.0,-0.4011,50,50,1,10,0.040408771082781715
P03_L010,flanker,P03_L010_FLANKER_T009_A02,P03_L010_FLANKER_T009,2.0,0.3151,58,58,1,11,0.013588896432927844
P03_L010,flanker,P03_L010_FLANKER_T009_A03,P03_L010_FLANKER_T009,3.0,0.0802,46,46,1,10,0.019753862113211906
P03_L010,flanker,P03_L010_FLANKER_T009_A04,P03_L010_FLANKER_T009,4.0,-0.1604,46,46,1,10,0.017181616145560623
P03_L010,flanker,P03_L010_FLANKER_T010_A01,P03_L010_FLANKER_T010,1.0,-0.4011,42,42,1,10,0.03248268718987207
P03_L010,flanker,P03_L010_FLANKER_T010_A02,P03_L010_FLANKER_T010,2.0,0.0802,59,59,1,10,0.013950687620136275
P03_L010,flanker,P03_L010_FLANKER_T010_A03,P03_L010_FLANKER_T010,3.0,-0.1604,68,68,1,10,0.018778265907820127
P03_L010,flanker,P03_L010_FLANKER_T010_A04,P03_L010_FLANKER_T010,4.0,0.3151,39,39,1,10,0.019753862113211906
P03_L010,flanker,P03_L010_FLANKER_T011_A01,P03_L010_FLANKER_T011,1.0,-0.1604,39,39,1,10,0.019753862113211906
P03_L010,flanker,P03_L010_FLANKER_T011_A02,P03_L010_FLANKER_T011,2.0,-0.4011,44,44,1,10,0.05202831899107683
P03_L010,flanker,P03_L010_FLANKER_T011_A03,P03_L010_FLANKER_T011,3.0,0.3151,50,50,1,10,0.013236448016973977
P03_L010,flanker,P03_L010_FLANKER_T011_A04,P03_L010_FLANKER_T011,4.0,0.0802,52,52,1,10,0.019435488290597023
P03_L010,flanker,P03_L010_FLANKER_T012_A01,P03_L010_FLANKER_T012,1.0,-0.4011,38,38,1,10,0.03002035197346584
P03_L010,flanker,P03_L010_FLANKER_T012_A02,P03_L010_FLANKER_T012,2.0,-0.1604,73,73,1,10,0.014206252451234611
P03_L010,flanker,P03_L010_FLANKER_T012_A03,P03_L010_FLANKER_T012,3.0,0.3151,43,43,1,10,0.014944315113818404
P03_L010,flanker,P03_L010_FLANKER_T012_A04,P03_L010_FLANKER_T012,4.0,0.0802,46,46,1,10,0.012233071340969104
P03_L010,flanker,P03_L010_FLANKER_T013_A01,P03_L010_FLANKER_T013,1.0,-0.338,39,39,1,10,0.045253462847699266
P03_L010,flanker,P03_L010_FLANKER_T013_A02,P03_L010_FLANKER_T013,2.0,-0.1031,48,48,1,11,0.027297549166708873
P03_L010,flanker,P03_L010_FLANKER_T013_A03,P03_L010_FLANKER_T013,3.0,0.1375,55,55,1,10,0.029536545750958525
P03_L010,flanker,P03_L010_FLANKER_T013_A04,P03_L010_FLANKER_T013,4.0,0.3782,49,49,1,10,0.039360783996400084
P03_L010,flanker,P03_L010_FLANKER_T014_A01,P03_L010_FLANKER_T014,1.0,0.3782,41,41,1,10,0.035433641252899134
P03_L010,flanker,P03_L010_FLANKER_T014_A02,P03_L010_FLANKER_T014,2.0,-0.1031,51,51,1,10,0.029536564973283344
P03_L010,flanker,P03_L010_FLANKER_T014_A03,P03_L010_FLANKER_T014,3.0,-0.338,33,33,1,10,0.03968184288767213
P03_L010,flanker,P03_L010_FLANKER_T014_A04,P03_L010_FLANKER_T014,4.0,0.1375,69,69,1,11,0.03550125042995924
P03_L010,flanker,P03_L010_FLANKER_T015_A01,P03_L010_FLANKER_T015,1.0,0.1375,36,36,1,10,0.03968184288767213
P03_L010,flanker,P03_L010_FLANKER_T015_A02,P03_L010_FLANKER_T015,2.0,-0.338,45,45,1,10,0.05160738168432055
P03_L010,flanker,P03_L010_FLANKER_T015_A03,P03_L010_FLANKER_T015,3.0,0.3782,53,53,1,10,0.039360779142847746
P03_L010,flanker,P03_L010_FLANKER_T015_A04,P03_L010_FLANKER_T015,4.0,-0.1031,58,58,1,10,0.048569026789105865
P03_L049,base,P03_L049_BASE_T000_A01,P03_L049_BASE_T000,1.0,0.1375,55,55,1,10,0.026640366123819176
P03_L049,base,P03_L049_BASE_T000_A02,P03_L049_BASE_T000,2.0,-0.1031,60,60,1,10,0.0351470028585221
P03_L049,base,P03_L049_BASE_T000_A03,P03_L049_BASE_T000,3.0,-0.338,65,65,1,10,0.008196977405813625
P03_L049,base,P03_L049_BASE_T000_A04,P03_L049_BASE_T000,4.0,0.3782,34,34,1,10,0.0909058654138665
P03_L049,base,P03_L049_BASE_T001_A01,P03_L049_BASE_T001,1.0,-0.0401,52,52,1,10,0.059333484539658955
P03_L049,base,P03_L049_BASE_T001_A02,P03_L049_BASE_T001,2.0,0.1948,70,70,1,10,0.041149061987198636
P03_L049,base,P03_L049_BASE_T001_A03,P03_L049_BASE_T001,3.0,-0.2807,44,44,1,10,0.08783183816307899
P03_L049,base,P03_L049_BASE_T001_A04,P03_L049_BASE_T001,4.0,0.4354,61,61,1,11,0.038726470062381176
P03_L049,base,P03_L049_BASE_T002_A01,P03_L049_BASE_T002,1.0,0.1948,54,54,1,10,0.0448873335516182
P03_L049,base,P03_L049_BASE_T002_A02,P03_L049_BASE_T002,2.0,0.4354,93,93,1,10,0.05170598892400643
P03_L049,base,P03_L049_BASE_T002_A03,P03_L049_BASE_T002,3.0,-0.2807,51,51,1,10,0.07381147453166016
P03_L049,base,P03_L049_BASE_T002_A04,P03_L049_BASE_T002,4.0,-0.0401,56,56,1,10,0.02374302330565136
P03_L049,base,P03_L049_BASE_T003_A01,P03_L049_BASE_T003,1.0,0.4354,47,47,1,10,0.10366977590839072
P03_L049,base,P03_L049_BASE_T003_A02,P03_L049_BASE_T003,2.0,0.1948,56,56,1,11,0.05395204246959706
P03_L049,base,P03_L049_BASE_T003_A03,P03_L049_BASE_T003,3.0,-0.2807,60,60,1,10,0.060420456482524115
P03_L049,base,P03_L049_BASE_T003_A04,P03_L049_BASE_T003,4.0,-0.0401,43,43,1,10,0.05160743521294927
P03_L049,base,P03_L049_BASE_T004_A01,P03_L049_BASE_T004,1.0,0.1948,49,49,1,10,0.09756639915038429
P03_L049,base,P03_L049_BASE_T004_A02,P03_L049_BASE_T004,2.0,0.4354,51,51,1,10,0.06091329073462554
P03_L049,base,P03_L049_BASE_T004_A03,P03_L049_BASE_T004,3.0,-0.2807,51,51,1,11,0.06253510511126159
P03_L049,base,P03_L049_BASE_T004_A04,P03_L049_BASE_T004,4.0,-0.0401,49,49,1,11,0.03608276850654063
P03_L049,base,P03_L049_BASE_T005_A01,P03_L049_BASE_T005,1.0,0.4985,58,58,1,10,0.029297522042844252
P03_L049,base,P03_L049_BASE_T005_A02,P03_L049_BASE_T005,2.0,0.0172,51,51,1,10,0.0425892393469429
P03_L049,base,P03_L049_BASE_T005_A03,P03_L049_BASE_T005,3.0,-0.2235,45,45,1,10,0.03543364948628696
P03_L049,base,P03_L049_BASE_T005_A04,P03_L049_BASE_T005,4.0,0.2578,50,50,1,10,0.030570322739782135
P03_L049,base,P03_L049_BASE_T006_A01,P03_L049_BASE_T006,1.0,0.0172,49,49,1,10,0.040408798709597044
P03_L049,base,P03_L049_BASE_T006_A02,P03_L049_BASE_T006,2.0,0.2578,48,48,1,10,0.03734564848754757
P03_L049,base,P03_L049_BASE_T006_A03,P03_L049_BASE_T006,3.0,-0.2235,37,37,1,10,0.03968185155234242
P03_L049,base,P03_L049_BASE_T006_A04,P03_L049_BASE_T006,4.0,0.4985,39,39,1,10,0.03543364948628696
P03_L049,base,P03_L049_BASE_T007_A01,P03_L049_BASE_T007,1.0,0.0172,32,32,1,10,0.03968185155234242
P03_L049,base,P03_L049_BASE_T007_A02,P03_L049_BASE_T007,2.0,-0.2235,40,40,1,11,0.023936679469264685
P03_L049,base,P03_L049_BASE_T007_A03,P03_L049_BASE_T007,3.0,0.2578,52,52,1,11,0.020651321485392164
P03_L049,base,P03_L049_BASE_T007_A04,P03_L049_BASE_T007,4.0,0.4985,39,39,1,11,0.018108727643123504
P03_L049,base,P03_L049_BASE_T008_A01,P03_L049_BASE_T008,1.0,0.0172,52,52,1,11,0.031130354217404628
P03_L049,base,P03_L049_BASE_T008_A02,P03_L049_BASE_T008,2.0,0.4985,52,52,1,10,0.03221990346357536
P03_L049,base,P03_L049_BASE_T008_A03,P03_L049_BASE_T008,3.0,0.2578,43,43,1,10,0.034235441585103665
P03_L049,base,P03_L049_BASE_T008_A04,P03_L049_BASE_T008,4.0,-0.2235,44,44,1,10,0.04525351125685756
P03_L049,base,P03_L049_BASE_T009_A01,P03_L049_BASE_T009,1.0,0.0802,52,52,1,11,0.016600604484112984
P03_L049,base,P03_L049_BASE_T009_A02,P03_L049_BASE_T009,2.0,0.3151,37,37,1,10,0.03002035894580909
P03_L049,base,P03_L049_BASE_T009_A03,P03_L049_BASE_T009,3.0,-0.1604,50,50,1,10,0.025690455551422978
P03_L049,base,P03_L049_BASE_T009_A04,P03_L049_BASE_T009,4.0,-0.4011,44,44,1,10,0.05933348769357536
P03_L049,base,P03_L049_BASE_T010_A01,P03_L049_BASE_T010,1.0,0.3151,59,59,1,11,0.023550913353975265
P03_L049,base,P03_L049_BASE_T010_A02,P03_L049_BASE_T010,2.0,-0.1604,41,41,1,10,0.04525348353309591
P03_L049,base,P03_L049_BASE_T010_A03,P03_L049_BASE_T010,3.0,-0.4011,46,46,1,11,0.054835761491839476
P03_L049,base,P03_L049_BASE_T010_A04,P03_L049_BASE_T010,4.0,0.0802,47,47,1,10,0.034235441585103665
P03_L049,base,P03_L049_BASE_T011_A01,P03_L049_BASE_T011,1.0,0.3151,40,40,1,10,0.03002035894580909
P03_L049,base,P03_L049_BASE_T011_A02,P03_L049_BASE_T011,2.0,-0.1604,57,57,1,11,0.026374471008304333
P03_L049,base,P03_L049_BASE_T011_A03,P03_L049_BASE_T011,3.0,0.0802,50,50,1,10,0.01749637230958659
P03_L049,base,P03_L049_BASE_T011_A04,P03_L049_BASE_T011,4.0,-0.4011,48,48,1,10,0.07003257315112259
P03_L049,base,P03_L049_BASE_T012_A01,P03_L049_BASE_T012,1.0,0.0802,41,41,1,10,0.019753858650415197
P03_L049,base,P03_L049_BASE_T012_A02,P03_L049_BASE_T012,2.0,-0.4011,46,46,1,11,0.05118985489362587
P03_L049,base,P03_L049_BASE_T012_A03,P03_L049_BASE_T012,3.0,-0.1604,42,42,1,10,0.025900007304281738
P03_L049,base,P03_L049_BASE_T012_A04,P03_L049_BASE_T012,4.0,0.3151,39,39,1,10,0.04525351125685756
P03_L049,base,P03_L049_BASE_T013_A01,P03_L049_BASE_T013,1.0,-0.1031,40,40,1,10,0.06877267123620542
P03_L049,base,P03_L049_BASE_T013_A02,P03_L049_BASE_T013,2.0,0.3782,47,47,1,11,0.04730946876906523
P03_L049,base,P03_L049_BASE_T013_A03,P03_L049_BASE_T013,3.0,-0.338,42,42,1,10,0.08117380261491267
P03_L049,base,P03_L049_BASE_T013_A04,P03_L049_BASE_T013,4.0,0.1375,46,46,1,10,0.05933348769357536
P03_L049,base,P03_L049_BASE_T014_A01,P03_L049_BASE_T014,1.0,-0.338,43,43,1,10,0.08555393321129008
P03_L049,base,P03_L049_BASE_T014_A02,P03_L049_BASE_T014,2.0,-0.1031,41,41,1,10,0.04525348353309591
P03_L049,base,P03_L049_BASE_T014_A03,P03_L049_BASE_T014,3.0,0.3782,43,43,1,11,0.054835761491839476
P03_L049,base,P03_L049_BASE_T014_A04,P03_L049_BASE_T014,4.0,0.1375,44,44,1,10,0.08555393321129008
P03_L049,base,P03_L049_BASE_T015_A01,P03_L049_BASE_T015,1.0,-0.338,41,41,1,10,0.05160743521294927
P03_L049,base,P03_L049_BASE_T015_A02,P03_L049_BASE_T015,2.0,0.3782,43,43,1,11,0.0414847091672321
P03_L049,base,P03_L049_BASE_T015_A03,P03_L049_BASE_T015,3.0,-0.1031,47,47,1,11,0.06253510511126159
P03_L049,base,P03_L049_BASE_T015_A04,P03_L049_BASE_T015,4.0,0.1375,65,65,1,11,0.06890397156278953
P03_L049,flanker,P03_L049_FLANKER_T000_A01,P03_L049_FLANKER_T000,1.0,0.3782,46,46,1,11,0.0414847091672321
P03_L049,flanker,P03_L049_FLANKER_T000_A02,P03_L049_FLANKER_T000,2.0,-0.338,37,37,1,10,0.09090584044542614
P03_L049,flanker,P03_L049_FLANKER_T000_A03,P03_L049_FLANKER_T000,3.0,-0.1031,44,44,1,10,0.06877267123620542
P03_L049,flanker,P03_L049_FLANKER_T000_A04,P03_L049_FLANKER_T000,4.0,0.1375,43,43,1,10,0.0909058654138665
P03_L049,flanker,P03_L049_FLANKER_T001_A01,P03_L049_FLANKER_T001,1.0,-0.2807,51,51,1,10,0.06711692927958052
P03_L049,flanker,P03_L049_FLANKER_T001_A02,P03_L049_FLANKER_T001,2.0,0.1948,47,47,1,10,0.04896524038926543
P03_L049,flanker,P03_L049_FLANKER_T001_A03,P03_L049_FLANKER_T001,3.0,0.4354,37,37,1,10,0.08555393321129008
P03_L049,flanker,P03_L049_FLANKER_T001_A04,P03_L049_FLANKER_T001,4.0,-0.0401,47,47,1,10,0.07842888353851639
P03_L049,flanker,P03_L049_FLANKER_T002_A01,P03_L049_FLANKER_T002,1.0,-0.0401,47,47,1,11,0.04008186123719354
P03_L049,flanker,P03_L049_FLANKER_T002_A02,P03_L049_FLANKER_T002,2.0,0.1948,42,42,1,10,0.05341362063333839
P03_L049,flanker,P03_L049_FLANKER_T002_A03,P03_L049_FLANKER_T002,3.0,-0.2807,44,44,1,10,0.06877267123620542
P03_L049,flanker,P03_L049_FLANKER_T002_A04,P03_L049_FLANKER_T002,4.0,0.4354,41,41,1,11,0.054835761491839476
P03_L049,flanker,P03_L049_FLANKER_T003_A01,P03_L049_FLANKER_T003,1.0,-0.0401,47,47,1,11,0.06253515142127972
P03_L049,flanker,P03_L049_FLANKER_T003_A02,P03_L049_FLANKER_T003,2.0,0.4354,39,39,1,10,0.11919002123245238
P03_L049,flanker,P03_L049_FLANKER_T003_A03,P03_L049_FLANKER_T003,3.0,0.1948,72,72,1,10,0.11422781161876223
P03_L049,flanker,P03_L049_FLANKER_T003_A04,P03_L049_FLANKER_T003,4.0,-0.2807,44,44,1,10,0.10366977590839072
P03_L049,flanker,P03_L049_FLANKER_T004_A01,P03_L049_FLANKER_T004,1.0,-0.2807,46,46,1,10,0.040408798709597044
P03_L049,flanker,P03_L049_FLANKER_T004_A02,P03_L049_FLANKER_T004,2.0,0.1948,55,55,1,10,0.08944090668026619
P03_L049,flanker,P03_L049_FLANKER_T004_A03,P03_L049_FLANKER_T004,3.0,0.4354,43,43,1,10,0.06877267123620542
P03_L049,flanker,P03_L049_FLANKER_T004_A04,P03_L049_FLANKER_T004,4.0,-0.0401,69,69,1,11,0.03644649383823683
P03_L049,flanker,P03_L049_FLANKER_T005_A01,P03_L049_FLANKER_T005,1.0,0.0172,48,48,1,11,0.04148473090602556
P03_L049,flanker,P03_L049_FLANKER_T005_A02,P03_L049_FLANKER_T005,2.0,-0.2235,36,36,1,10,0.03968185155234242
P03_L049,flanker,P03_L049_FLANKER_T005_A03,P03_L049_FLANKER_T005,3.0,0.4985,39,39,1,10,0.05160741024450899
P03_L049,flanker,P03_L049_FLANKER_T005_A04,P03_L049_FLANKER_T005,4.0,0.2578,45,45,1,10,0.034235472716539955
P03_L049,flanker,P03_L049_FLANKER_T006_A01,P03_L049_FLANKER_T006,1.0,0.4985,52,52,1,10,0.029536554842345308
P03_L049,flanker,P03_L049_FLANKER_T006_A02,P03_L049_FLANKER_T006,2.0,0.2578,45,45,1,10,0.03248269345428144
P03_L049,flanker,P03_L049_FLANKER_T006_A03,P03_L049_FLANKER_T006,3.0,-0.2235,53,53,1,11,0.02355095538636254
P03_L049,flanker,P03_L049_FLANKER_T006_A04,P03_L049_FLANKER_T006,4.0,0.0172,42,42,1,10,0.03968185155234242
P03_L049,flanker,P03_L049_FLANKER_T007_A01,P03_L049_FLANKER_T007,1.0,-0.2235,37,37,1,10,0.04525351125685756
P03_L049,flanker,P03_L049_FLANKER_T007_A02,P03_L049_FLANKER_T007,2.0,0.0172,54,54,1,10,0.0313842302422984
P03_L049,flanker,P03_L049_FLANKER_T007_A03,P03_L049_FLANKER_T007,3.0,0.4985,41,41,1,10,0.04525348353309591
P03_L049,flanker,P03_L049_FLANKER_T007_A04,P03_L049_FLANKER_T007,4.0,0.2578,42,42,1,11,0.018108727643123504
P03_L049,flanker,P03_L049_FLANKER_T008_A01,P03_L049_FLANKER_T008,1.0,-0.2235,36,36,1,11,0.03637709273734868
P03_L049,flanker,P03_L049_FLANKER_T008_A02,P03_L049_FLANKER_T008,2.0,0.4985,48,48,1,10,0.034235441585103665
