condition_id,candidate_mode,selection,assumed_input_index,point_index,probe_position_deg,distance_from_flanker_edge_deg,log_sensitivity_ratio,spread_recorded,errorbar_halfwidth_source_convention
P01_L020,1,source_plotting_index_rule,55,8,0.1146,0.6146,-0.040720739241560014,0.08980837205391735,0.04490418602695868
P01_L020,1,source_plotting_index_rule,55,9,0.1776,0.6776,-0.06331932040410965,0.17976523866596655,0.08988261933298328
P01_L020,1,source_plotting_index_rule,55,10,0.2464,0.7464,0.10758190382254516,0.20637219551615196,0.10318609775807598
P01_L020,1,source_plotting_index_rule,55,11,0.3151,0.8150999999999999,0.04282802816268557,0.17909557825222452,0.08954778912611226
P01_L025,1,row_linked_max_fms,27771,0,-0.4813,0.018699999999999994,0.39726872439485506,0.30191874423411863,0.15095937211705932
P01_L025,1,row_linked_max_fms,27771,1,-0.4412,0.05880000000000002,-0.6237028871771778,0.14988512399580667,0.07494256199790333
P01_L025,1,row_linked_max_fms,27771,2,-0.4183,0.0817,0.11519575169874181,0.2098344751612643,0.10491723758063215
P01_L025,1,row_linked_max_fms,27771,3,-0.3896,0.1104,0.12585838610679206,0.21658134305736587,0.10829067152868294
P01_L025,1,row_linked_max_fms,27771,4,-0.3552,0.14479999999999998,0.8898172985592223,0.27661053078121045,0.13830526539060523
P01_L025,1,row_linked_max_fms,27771,5,-0.3266,0.1734,0.13289858392546647,0.2156388259828144,0.1078194129914072
P01_L025,1,row_linked_max_fms,27771,6,-0.2922,0.20779999999999998,-0.7338035126889177,0.3295009985806794,0.1647504992903397
P01_L025,1,row_linked_max_fms,27771,7,-0.2292,0.27080000000000004,-0.43569467700565145,0.142488115845599,0.0712440579227995
P01_L025,1,row_linked_max_fms,27771,8,-0.2005,0.2995,-0.6381306706329768,0.1227307736880399,0.06136538684401995
P01_L025,1,row_linked_max_fms,27771,9,-0.1662,0.3338,-0.036533209580422395,0.2934925913392503,0.14674629566962516
P01_L025,1,row_linked_max_fms,27771,10,-0.1031,0.39690000000000003,-0.16273770112365812,0.2899493594135015,0.14497467970675074
P01_L025,1,row_linked_max_fms,27771,11,-0.0401,0.4599,-0.41524813830326385,0.37018494962371845,0.18509247481185923
P01_L025,1,row_linked_max_fms,27771,12,0.0172,0.5172,0.5454844125277531,0.3221035423136924,0.1610517711568462
P01_L025,1,row_linked_max_fms,27771,13,0.0802,0.5802,0.0599417863008315,0.20809453979776144,0.10404726989888072
P01_L025,1,row_linked_max_fms,27771,14,0.1432,0.6432,-0.595423875379957,0.23474196993685842,0.11737098496842921
P01_L025,1,row_linked_max_fms,27771,15,0.2063,0.7063,-0.2049778371178722,0.2295189953563355,0.11475949767816775
P01_L025,1,source_plotting_index_rule,9115,0,-0.4813,0.018699999999999994,0.5369619174448205,0.3385841487446673,0.16929207437233365
